UPC,Item Name,Brand,Domestic Vendors,Vendor Names,Min Price,Avg Price
850051043033,"JO MILANO [M] GAME OF SPADES "GOLD" 3.4 Oz PARFUM SPR [GOLD]",N/A,4,"Classic, MTZ, Nandansons, United",50.95,52.50
3614222401995,"TIFFANY 1.7 EDP SPR (W)",N/A,4,"Classic, Gift Express, PWW, Perfume Center",50,54.12
3346470304864,"Guerlain Vetiver Edt Spray 100 ml",N/A,4,"CBS, Classic, General, Nandansons",55.5,57.78
8011003893645,"Eros Flame by Versace for Men - 3 Pc Gift Set 3.4oz EDP Spray, 0.3oz EDP Spray, Trousse Man",Versace,4,"Classic, Montroyal, Sanya, United",53.5,57.59
3614274104448,"LA VIE EST BELLE ROSE EXTRAORDINAIRE FLORALE 1.7 EDP L  (117750)",N/A,4,"Classic, Fragrance Depot, MTZ, PWW",52.95,58.73
3605521651167,"MAISON MARGIELA REPLICA FLOWER MARKET (L) EDT 100 ml",TIFFANY & CO,4,"Classic, Fragrance Depot, Gift Express, PWW",60.5,70.02
3274872467231,"GIVENCHY GENTLEMAN SOCIETY(M)(H/B)(LI FREE)2PC SET(3.3oz edp sp,2.6oz deo stick)                     ",N/A,4,"CBS, Classic, PWW, Perfume Center",63,69.04
8411061083666,"CAROLINA H GOOD GIRL BLUSH ELIXIR EDP SP 1.7oz",NISHANE,4,"Acme, Classic, ET, Nandansons",65.5,77.20
3348901597722,"C DIOR J'adore D'Eau Wom EDP (50ml)",N/A,4,"Classic, General, PWW, TJS",79.75,93.11
6291108735497,"AL HAMBRA EXCLUSIF ROSE 100ML EDP SPRAY",N/A,4,"Gift Express, MTZ, PWW, Perfume Center",7.25,11.91
614514228012,"RASASI ENTEBAA W 3.4 OZ EDP SP.",N/A,4,"French, PWW, Perfume Center, United",9.25,12.31
614514261019,"RASASI SORYANI M 3.0 EDP SP.",N/A,4,"French, PWW, Perfume Center, United",9.5,11.36
3610400036621,"LOMANI AB SPIRIT MILLIONAIRE DARK FUSION EDP SP 3.4oz",N/A,4,"BS, POTW, PWW, Perfume Center",10.5,11.50
6292257588989,"ANFAR LA PERLE L 3.0 EDP SPRAY ",N/A,4,"POTW, PWW, Perfume Center, Perfume Plus",10.5,11.47
8054609780551,"PINK SUGAR BERRY W EDT/S 3.4",N/A,4,"BS, PWW, Perfume Center, QFG",8,10.50
8054609780568,"PINK SUGAR SUNSHINE W EDT/S 3.4",N/A,4,"BS, PWW, Perfume Center, QFG",8,10.58
6290360591605,"AL HAMBRA SCEPTRE OCEANA 100ML EDP SPRAY",N/A,4,"French, MTZ, Nandansons, Perfume Center",11.45,12.40
6290171070597,"AFNAN TURATHI RED L 3.0 EDP SPRAY",N/A,4,"French, MTZ, POTW, United",16,19.45
6290360593050,"LATTAFA PRIDE MASA 3.4 EDP U  (126991)",N/A,4,"French, MTZ, Nandansons, Perfume Price",20,24.48
6290360592107,"LATTAFA PRIDE EMARATI KHALID 3.4 EDP  (125406)0",N/A,4,"French, MTZ, Montroyal, United",18.5,30.51
783320413841,"Bvlgari Man In Black 2 oz EDP spray",N/A,4,"Classic, ET, Paris, TJS",46,49.46
8018365500266,"VERSACE Red Jeans Wom EDT TST (75ml)",N/A,4,"MTZ, Nandansons, POTW, Perfume Price",8.2,9.16
6290171071044,"ZIMAYA ROYAL LEATHER (U) EDP 100 ml",N/A,4,"Euro, MTZ, POTW, United",8.5,10.50
6291107459332,"LATTAFA PHILOS OPUS NOIR 3.4 EDP SPR (M)",N/A,4,"French, Gift Express, MTZ, PWW",9.3,9.98
6290171072898,"ZIMAYA LUXOR (U) EDP 100 ml",N/A,4,"Euro, MTZ, POTW, United",7.9,10.73
6290171072850,"ZIMAYA ROSES ARE WHITE (U) EDP 100 ml ",N/A,4,"Euro, Gift Express, MTZ, POTW",9.45,10.72
6290171074113,"ZIMAYA AL KASER (U) EDP 100 ml",N/A,4,"Euro, MTZ, POTW, United",8.5,10.98
6290171070283,"ZIMAYA AMBER IS GREAT (U) EXTRAIT DEPARFUM 100 ml",N/A,4,"Gift Express, MTZ, POTW, Perfume Plus",10,11.08
3614274317534,"VALENTINO BORN IN ROMA 10 ML EDP MINI (W)",N/A,4,"Classic, Nandansons, Paris, Perfume Price",11.16,16.66
6291108735787,"MAISON ALHAMBRA BRIGHT PEACH 2.7 EDP L (125717)",N/A,4,"French, Gift Express, MTZ, PWW",10.25,13.35
85715320704,"GUESS MAN GOLD 2.5 EDT M",N/A,4,"ET, Paris, Perfume Plus, United",14,14.93
6297001158029,"ORIENTICA XO XCLUSIF OUD SPORT 2.0 UNISEX EXTRAIT DE PARFUM SP  ",N/A,4,"ET, MTZ, PWW, Perfume Price",20,23.21
608940582206,"BILLIE EILISH EILISH (W) EDP 100ML",N/A,4,"CBS, Classic, ET, General",41.5,43.57
22548425923,"MK WONDERLUST VOYAGE(L) 3.4EDP",N/A,4,"ET, Fragrance Depot, Network, Prestige Fragrances",39,60.38
3614274091885,"ACQUA DI GIOIA(W.)EDP INTENSE SP 3.3oz(LI FREE)                                                      ",N/A,4,"ET, General, PWW, Perfume Center",65,71.93
6291108730263,"MAISON ALHAMBRA PINK SHIMMER SECRET 3.4 EDP L  (125228)",N/A,4,"Elegance, French, Gift Express, PWW",8,9.54
3616303461966,"DAVID B CLASSIC (M) EDT SP 3.4oz",N/A,4,"BS, General, MTZ, PWW",8.25,8.78
6290360590608,"Glacier Ultra by  MAISON ALHAMBRA 3.4 oz EDP for  MEN",N/A,4,"French, MTZ, PWW, United",7.75,11.19
3614273768825,"PRADALUNA ROSSA OCEAN (M) EDP SP",N/A,4,"Classic, Gift Express, PWW, Prestige Fragrances",47,50.16
3760265194391,"Mancera Tonka Cola 4.0 EDP Sp Unisex",N/A,4,"Fragrance Depot, Montroyal, PWW, TJS",52.6,63.26
3614273604888,"GIORGIO ARMANI SI PASSIONE ECLAT EDP 100ML",N/A,4,"Montroyal, Nandansons, PWW, Perfume Center",67.5,74.75
6291107459240,"MAISON ALHAMBRA KARAT 3.4 EDP U  (124351)3",N/A,4,"French, Gift Express, MTZ, United",10.5,11.17
6291107973456,"HAREEM SULTAN SILVER CONC 1.3 PERFUME OIL",N/A,4,"French, MTZ, Perfume Plus, United",12,13.07
6290171071037,"ZIMAYA BRAVE HEART (U) EDP 100 ml ",N/A,4,"Euro, MTZ, POTW, United",7.9,11.53
6290171072188,"ZIMAYA CRYSTA OUD (U) EDP 100 ml",N/A,4,"Euro, MTZ, POTW, United",8.9,11.63
6290171074106,"ZIMAYA GHAYATH (U)  EDP 100 ml ",N/A,4,"Euro, MTZ, POTW, United",7.9,11.48
6291108738221,"LATTAFA PRIDE AL QIAM SILVER MEN 100ML EDP SPRAY",N/A,4,"MTZ, Montroyal, Perfume Plus, United",13.75,15.39
6290171002253,"Afnan Supremacy In Heaven Eau De Parfum 100ml",N/A,4,"General, MTZ, POTW, United",15.5,15.94
6291108738696,"LATTAFA AL ARREQ GOLD 3.4 EDP U  (126993)",N/A,4,"French, MTZ, Perfume Plus, United",15.5,16.54
608940573341,"PARIS HILTON ROSE RUSH EDP SP 3.4oz",Elemis,4,"BS, Paris, QFG, United",15,17.15
6291108738238,"LATTAFA PRIDE ROYAL SAPPHIRE UNISEX 100ML EDP SPRAY",N/A,4,"French, MTZ, Montroyal, United",15.5,17.63
6290171072591,"Afnan 9am Pour Femme Eau de Parfum 100ml",N/A,4,"General, MTZ, POTW, United",17.7,19.13
6290360592725,"LATTAFA PRIDE RAW HUMAN 3.4 EDP  (125412)0",N/A,4,"French, MTZ, Montroyal, United",12.25,17.25
844061013872,"PERRY ELLIS VERY PINK L 3.4OZ EDP SPRAY - NEW",N/A,4,"General, Paris, Perfume Price, United",18,18.63
844061006157,"360 COLLECTION ( Men ) EDT SP 3.4 OZ",N/A,4,"General, MTZ, Paris, United",16,18.50
6291100130092,"Al Haramain L'aventure Gold Eau De Parfum 100ml",Victoria's Secret,4,"MTZ, Montroyal, PWW, United",20.55,24.14
614514331057,"RASASI HAWAS ELIXIR UNISEX 3.4 OZ  EDP SP",N/A,4,"French, Gift Express, Perfume Price, United",21,22.40
844061011847,"P.E. 18 (L) Orchid 4pc Set (3.4EDPS,4BM,3BL,3SG)",N/A,4,"General, Paris, Perfume Price, United",23,23.57
844061016750,"SET PERRY ELLIS 360 VERY BLUE MEN ( 4 PC ) 3.4 OZ EDT SP / BODY SPR 6.8 OZ /  SHOWER GEL 3.0 S/OZ / MINI",N/A,4,"PWW, Perfume Center Sets, Perfume Price, United",19.75,22.61
8411061906934,"212 SEXY - Carolina Herrera - EAU DE TOILETTE SPRAY 3.3 oz  Men Tester",N/A,4,"Classic, Network, Paris, Perfume Price",34.9,37.62
3360373726707,"PALOMA PICASSO 3.4 EDT L TST  (120927)",N/A,4,"MTZ, Nandansons, POTW, QFG",12,13.38
719346295550,"GIORGIO (W) EDT SP 3.0+1.6 BODY LOTION",N/A,4,"BS, General, POTW, Paris",16.5,16.83
3616305433626,"CK MINI 4PC WOMEN GIFT SET CK ONE + ESCAPE + OBSESSION + ETERNITY (4 * 0.50OZ)",N/A,4,"General, POTW, PWW, Perfume Plus",17.5,23.25
6290171071525,"Afnan Patchouli On Fire Eau De Parfum 100ml",N/A,4,"Fragrance Depot, MTZ, Montroyal, POTW",18.5,26.83
3616305433466,"CK ONE 2 PCS SET: 6.7 EAU DE TOILETTE SPRAY + 6.7 SKIN MOISTURIZER",CALVIN KLEIN,4,"Classic, Network, POTW, Perfume Price",27,28.58
6290171074274,"Afnan-Turathi Blue (M) 3pc Set (3EDPS,3.4SG,5AS)",N/A,4,"General, Nandansons, POTW, United",23.5,28.22
3760022730664,"JULIETTE H GUN Moscuw Mule  EDP (100ml)",ARD AL ZAAFRAN,4,"Fragrance Depot, Nandansons, PWW, Paris",43,49.37
855560005602,"USHER UR(M) EDT SP 3.4+3.4 SG+3.4A/S",Burberry,4,"BS, General, Network, Paris",18,19.63
22548024324,"TOMMY 3.4 EDT M",N/A,4,"Fragrance Depot, Gift Express, Network, Perfume Plus",19.95,22.14
22548040126,"TOMMY GIRL 3.4 EDT L",N/A,4,"Gift Express, MTZ, Network, Perfume Plus",19.95,21.24
3386460087940,"Montblanc Legend Night Eau de Parfum 100ml",Dolce & Gabbana,4,"Nandansons, Network, Paris, Perfume Plus",27,27.25
3386460113748,"COACH BLUE(M) 2.0OZ EDT",N/A,4,"Classic, Perfume Price, Prestige Fragrances, Sanya",24.5,26.32
8052464891412,"Salvatore Ferragamo Acqua Essenziale Eau de Toilette 100ml",N/A,4,"Classic, General, Paris, Perfume Price",23,26.07
8052464891467,"ACQUA ESSENZIALE BLU - Salvatore Ferragamo - EAU DE TOILETTE SPRAY 3.4 oz / 100 ml",N/A,4,"Classic, PWW, Paris, Perfume Price",23.75,26.25
844061015678,"SET PERRY ELLIS 360 RED MEN  (4 PC )3.4 OZ EDT / 6.0 OZ DEO SP / 3.0 OZ SG  / MINI",N/A,4,"Classic, PWW, Paris, United",26.5,28.06
3386460142021,"Jimmy Choo I Want Choo Le Parfum Eau de Parfum 40ml Spray",N/A,4,"Classic, Fragrance Depot, Paris, Perfume Price",33,36.19
8011003888986,"Versace Bright Crystal Giftset 150 ml",N/A,4,"Classic, Montroyal, Perfume Center, Perfume Center Sets",38,40.67
6291100131853,"AL HARAMAIN AMBER OUD RUBY U 6.8 *EDP* SPRAY",N/A,4,"Nandansons, PWW, Perfume Center, United",45.5,48.67
3423222108397,"NARCISO RODRIGUEZ [W] ALL OF ME 3 PCS SET 3.0 Oz EAU DE PARFUM SPR+1.6 Oz B/L+0.33 MINI EDP SPR [HARD BOX]",N/A,4,"PWW, Perfume Center, Perfume Center Sets, TJS",44,48.70
3274872454637,"KENZO [W] FLOWER L'ABSOLUE 3 PCS SET 3.4 Oz EAU DE PARFUM SPR+2.5 Oz B/L+2.5 Oz S.GEL [RED HARD BOX]",N/A,4,"Montroyal, PWW, Perfume Center, Perfume Center Sets",46.5,50.74
850016678645,"TUMI UNWIND(M)(H/B)(LI FREE)3PC SET(3.4oz edp sp,6.7oz Body wash,1.0oz edp sp)                       ",N/A,4,"Euro, PWW, Perfume Center, Perfume Center Sets",37.5,46.66
850016678614,"TUMI CONTINUUM(M)(H/B)(LI FREE)3PC SET(3.4oz edp sp,6.7oz Body Wash,1.0oz edp sp)                    ",N/A,4,"Euro, PWW, Perfume Center, Perfume Center Sets",37.5,47.84
3616305267092,"GUCCI GUILTY POUR HOMME 2 PCS SET FOR MEN: 3 OZ EAU DE TOILETTE SPRAY + 2.4 DEODORANT STICK",GUCCI,4,"Nandansons, PWW, Perfume Price, TJS",52,53.24
783320417726,"BVLGARI MAN TERRA ESSENCE (M) 2 PCS SET 3.4EDP + 15ML EDP HARD BOX",N/A,4,"PWW, Perfume Center, Prestige Fragrances, United",53.5,58.12
3386460121514,"Mont Blanc Explorer Ultra Blu 3.4 EDP M",N/A,4,"CBS, General, Montroyal, Perfume Plus",25,27.52
8011003876327,"VERSACE DYLAN PURPLE Tester ( W ) EDP SP 3.0 OZ",N/A,4,"CBS, Montroyal, Paris, Prestige Fragrances",33,34.67
8011003835409,"VERSACE DYLAN BLUE M 2PCSET 3.4 EDT SPRAY / 3.4 SGEL *PICTURE BOX* ",N/A,4,"CBS, Montroyal, Nandansons, Perfume Center Sets",40.5,41.19
6291108738177,"Lattafa Pride Tharwa Gold 3.4 EDP Sp Women",N/A,4,"French, MTZ, PWW, Perfume Plus",17.95,22.12
90174327003,"LIZ CLAIBORNE SPARK (M) COL MINI 0.18 CLSH",LALIQUE,4,"BS, Fragrance Depot, French, Network",1,1.57
6294015151732,"FLAVIA KISS ME 3.4 EDP L  (127172)",N/A,4,"BS, MTZ, Nandansons, Yossi",12,14.06
6294015160741,"ARMAF VENETIAN GIRL EDITION ROUGE EDP SP 3.4oz",N/A,4,"Acme, BS, Fragrance Depot, Perfume Price",8,15.34
840797104884,"SOFIA VERGARA TEMPTING EDP SP 3.4oz",N/A,4,"BS, General, Heritage, Paris",16.5,17.36
608940580134,"VINCE CAMUTO ILLUMINAIRE INTENSA L 3.4 *EDP* SPRAY ..",N/A,4,"General, Nandansons, Paris, QFG",12.5,17.25
6297001158012,"ORIENTICA XO XCLUSIF OUD CLASSIC 2.0 UNISEX EXTRAIT DE PARFUM SP  ",N/A,4,"Montroyal, Paris, Perfume Price, Yossi",22,24.93
3616305265159,"HUGO BOSS BOTTLED 3 PCS SET FOR MEN: 3.3 EAU DE TOILETTE SPRAY + 3.3 SHOWER GEL + 2.4 DEODORANT STICK",HUGO BOSS,4,"Nandansons, Paris, Perfume Center, Perfume Center Sets",33,38.21
6290360592084,"LATTAFA PRIDE EMARATI TOLEEN 3.4 EDP  (125405)0",N/A,4,"French, MTZ, Montroyal, United",18.5,29.31
614514204023,"RASASI LA YUQAWAM ( M ) EDP SP 2.5 OZ",N/A,4,"Fragrance Depot, Gift Express, MTZ, PWW",19.5,27.26
7640496671389,"TOMMY HILFIGER(M)(H/B)(LI FREE)2PC SET(3.4oz edt sp,3.4oz Body Wash)                                 ",N/A,4,"Gift Express, MTZ, Montroyal, Perfume Price",21,24.86
3607342522732,"Marc Jacobs Dot EDP for Women | 3.4 oz / 100 ml - SPR",Marc Jacobs,4,"Fragrance Depot, French, MTZ, Prestige Fragrances",22,28.92
6290360599984,"LATTAFA BADEE AL OUD GLORY 3 PCS GIFT SET WITH 100ML EDP + 200ML DEO + 50ML HAIRMIST",N/A,4,"Montroyal, Nandansons, Perfume Plus, United",24,24.63
783320422454,"BVLGARI MAN AQUA EDT 5ML + AQUA MARINE EDT 5ML + WOOD ESSENCE EDP + GLACIAL ESSENCE 5ML MINI SET",BVLGARI,4,"Montroyal, Nandansons, Perfume Center, Perfume Center Sets",39,41.13
6291106813333,"AL HARAMAIN AMBER OUD GOLD(U)(H/B)(LI FREE)3PC SET(2.5oz edp sp,1.0oz edp sp,6.6oz Body Sp)          ",N/A,4,"Montroyal, Perfume Center, Perfume Center Sets, United",41.5,46.43
88300049479,"CALVIN KLEIN "TRUTH" EDP 3.4 OZ SPR [W]",N/A,4,"General, Montroyal, Perfume Plus, Sanya",19,20.70
3351500018024,"Azzaro Cologne Intense (M) 3.4 oz edt spray",N/A,4,"General, Perfume Price, QFG, United",18,22.61
85715950147,"DKNY Be Extra Delicious by Donna Karan for Women - 3.4 oz EDP Spray",N/A,4,"General, Nandansons, PWW, United",19,25.36
3423473021360,"D&G THE ONE 3.3 *** EDP *** SPR (M)",N/A,4,"Fragrance Depot, General, Perfume Plus, Prestige Fragrances",44,47.94
85715329950,"Guess Girl Belle EDT 3.4 oz Spray + Body Lotion 6.7 oz + Mini L",N/A,4,"ABDiversified, Nandansons, PWW, Perfume Center Sets",19.25,20.78
878813000254,"Animale by Animale for Women - 3 Pc Gift Set 3.4oz EDP Spray, 3.4oz Body Lotion, 3.4oz Shower Gel",N/A,4,"Nandansons, PWW, Perfume Price, United",23.5,24.90
892456000518,"ANIMALE (M) EDT SP 6.7oz(LI FREE)                                                                    ",YVES SAINT LAURENT,4,"PWW, Perfume Plus, Perfume Price, United",22.75,24.60
3616304104367,"GUCCI GUILTY(M) 3.0 EDT+2.5DEO TRAVEL SET",JULIETTE HAS A GUN,4,"Nandansons, Perfume Center, Perfume Center Sets, Prestige Fragrances",51,53.56
3616304076992,"Hugo Boss Reversed Eau de Toilette 75ml",N/A,3,"BS, Haz, NYB",16.5,18.56
3386460124485,"HAMBURG ALSTER - Karl Lagerfeld - EAU DE TOILETTE SPRAY 3.3 oz Men",N/A,3,"BS, Cosmo, General",14.8,17.68
608940578827,"KENNETH COLE MANKIND LEGACY M EDT/S 3.4",N/A,3,"BS, Paris, QFG",17.5,19.81
608940553930,"KENNETH COLE VINTAGE BLACK M EDT/S 3.4",N/A,3,"BS, Gift Express, QFG",17.5,19.50
6294015138306,"ARMAF (M) MAGNIFICIENT BLUE 3.4oz",N/A,3,"BS, French, Montroyal",16,18.75
85805374891,"5TH AVENUE EDP SP 4.2oz+B/L+S/G",N/A,3,"BS, General, Network",19,19.68
85715330239,"SET SEDUCTIVE WOMEN ( 4 PC ) 2.5 OZ EDT / 3.4 OZ BL / MINI  / POUCH",N/A,3,"BS, Paris, United",20,20.76
608940580493,"KENNETH COLE MANKIND UNLIMITED M EDT/S 3.4",ARD AL ZAAFRAN,3,"BS, French, QFG",17.5,19.59
844061014763,"360(W)(LI FREE)3PC SET(3.4oz edt sp,3.0oz Shower Gel,7.5ml edt sp)                                   ",N/A,3,"BS, Classic, Perfume Center Sets",19,21.67
874034011864,"Clean Classic Flower Fresh Eau de Parfum 60ml",N/A,3,"BS, Nandansons, PWW",19,21.70
85805248444,"RED DOOR EDT SP 3.4oz + 1oz EDT SP",N/A,3,"BS, CBS, Haz",20.75,24.26
6290171040644,"AFNAN SOUVENIR FLORAL BOUQUET L 3.4 EDP SPRAY",N/A,3,"BS, Gift Express, POTW",20.5,20.92
6085010041797,"ARMAF NICHE GOLD EDP SP 3oz",N/A,3,"BS, Fragrance Depot, POTW",14.5,21.08
844061013667,"PE 360 COLLECTION ROSE L 3PC C",N/A,3,"BS, Paris, Perfume Center Sets",19,20.60
6085010041810,"ARMAF NICHE PURPLE AMETHYST EDP SP 3oz",N/A,3,"BS, MTZ, PWW",13,17.99
603531183039,"Erox Corporation Realm EDC for Men | 3.4 oz / 100 ml - SPR",Erox Corporation,3,"BS, PWW, Paris",21.5,22.99
844061010918,"PERRY ELLIS 1OZ W 3PC TRIO",N/A,3,"BS, Classic, Perfume Center Sets",18.4,21.57
6294015163988,"ARMAF LE PARFAIT POUR FEMME EDP SP 6.8oz",N/A,3,"BS, French, PWW",21,22.04
85805377496,"Elizabeth Arden 5th Avenue 4.2 3PC Women Set (Window Box)",N/A,3,"BS, General, Perfume Price",21,22.20
844061013643,"PE 360 COLLECTION L 3PC CAN SE",N/A,3,"BS, Perfume Center Sets, United",18.25,20.53
719346264501,"BS FANTASY EDP 3.3+3.3BL+3.3SG",N/A,3,"BS, Classic, General",22,23.13
3423222048204,"ISSEY MIYAKE Drop Issey Fraiche Wom EDP (90ml)",N/A,3,"BS, PWW, United",22,25.14
85715167224,"FIRST INSTINCT BLUE - Abercrombie  -  EAU DE PARFUM SPRAY 3.3 oz Women",N/A,3,"BS, Cosmo, MTZ",15,18.79
844061013674,"360 COLLECTION NOIR MEN EDT SP 3.4oz+3oz S/G+.25oz MINI SP",N/A,3,"BS, Perfume Center Sets, United",18.25,20.78
844061013650,"360 COLLECTION FOR MEN EDT SP 3.4oz+3oz S/G+.25MINI SP",N/A,3,"BS, Perfume Center Sets, United",18,21.00
844061016767,"PERRY ELLIS 360 M 4PC SET - 3.4oz edt sp, 6oz Deo spr, 3oz S/G, .25oz edt spray",N/A,3,"BS, PWW, Paris",22,22.85
3614271775016,"Cacharel Yes I Am Eau de Parfum 50ml",N/A,3,"BS, Paris, Perfume Center",2.5,23.20
8011530002312,"ROMA PASSIONE (W) EDT SP 3.4oz",N/A,3,"BS, Fragrance Depot, General",23,26.17
844061016552,"Perry Ellis Pure Blue by Perry Ellis for Men - 4 Pc Gift Set 3.4oz EDT Spray, 3oz Shower Gel, 6oz Deodorant Body Spray, 7.5ml Travel EDT Spray",Perry Ellis,3,"BS, PWW, Paris",23,24.09
3386460135177,"BOUCHERON SINGULIER (M) EDP SP 3.4oz",N/A,3,"BS, Nandansons, Perfume Price",23,23.86
6294015168129,"ARMAF MISS CHIC EDP SP 3.4oz",N/A,3,"BS, Montroyal, PWW",23.5,24.16
3423222080945,"NARCISO RODRIGUEZ ALL OF ME (L) 1.0 EDP SP",N/A,3,"BS, Euro, NYB",22,27.98
3614273650243,"Azzaro Chrome Eau De Parfum 50ml",N/A,3,"BS, Haz, QFG",17.5,21.37
3616302018970,"PHILOSOPHY AMAZING GRACE BERGAMOT EDT SP 4oz",Maison Francis Kurkdjian,3,"BS, Cosmo, Nandansons",25,25.00
195893984145,"PHEROMONE/MARILYN MIGLIN EDP SPRAY 1.7 OZ (W)",N/A,3,"BS, Classic, Cosmo",18.25,20.54
3346470301856,"GUERLAIN L'HOMME IDEAL EXTREME EDT 50ML ",N/A,3,"BS, Haz, MTZ",24,28.69
6290171073949,"Afnan Supremacy Tapis Rouge Extrait de Parfum 90ml",Victoria's Secret,3,"BS, POTW, United",23.5,26.04
6290171073956,"Afnan Supremacy Gala Extrait de Parfum 90ml",Victoria's Secret,3,"BS, POTW, United",23.5,25.86
3423222107727,"NARCISO RODRIGUEZ VETIVER MUSC FOR HIM (M) EDT 50 ml FR",N/A,3,"BS, ET, MTZ",25.5,26.92
860004550310,"SUN MOON & STARS (W) EDT SP 3.4oz",N/A,3,"BS, General, Perfume Plus",25.5,26.75
608940586891,"Paris Hilton Rose Rush 4PC Women Gift Set",N/A,3,"BS, Paris, QFG",25,26.50
3346470147386,"LA PETITE ROBE NOIRE EDP 50ML",N/A,3,"BS, Haz, MTZ",24,33.07
3616303445164,"ROBERTO CAVALLI UOMO (M) EDT SP 3.4oz",N/A,3,"BS, Cosmo, MTZ",18,22.45
8057971188109,"DG LIGHT BLUE 1.7 EDT M NEW 2025  (129943)",N/A,3,"BS, Classic, Spectrum",29.4,30.67
3386460131230,"ROCHAS GIRL EDP SP 3.3oz+15ML EDT SP +B/L 3.3oz",N/A,3,"BS, PWW, Perfume Center Sets",24.5,27.89
3423222010133,"IM POUR HOMME FUSION EXTREME EDT 100ML",N/A,3,"BS, Cosmo, MTZ",21,28.02
3274872395497,"GIVENCHY PI (M) EDT SP 1.7oz",N/A,3,"BS, Classic, Paris",29.6,32.06
8057971183791,"DOF DOLCE VIOLET EDT 50ML",N/A,3,"BS, MTZ, Spectrum",26.4,30.32
3616305805867,"Calvin Klein Ck One 6.7 4PC Set Unisex",Calvin Klein,3,"BS, Classic, General",34,34.75
3616305433770,"Calvin Klein Ck One 6.7 EDT Sp + 1.7 EDT Sp  Set Unisex",N/A,3,"BS, Classic, Perfume Price",32,34.29
8052086377240,"Salvatore Ferragamo Signorina Ribelle Eau De Parfum 100ml",Nioxin,3,"BS, General, Paris",28.6,33.52
85715961129,"DONNA KARAN BE DELICIOUS (W) SET EDP 100ML + REFRESHING SHOWER MOUSSE 150ML",N/A,3,"BS, General, Perfume Price",37,38.91
3346470144132,"Guerlain Aqua Allegoria Nerolia Vetiver Eau De Toilette 125ml",N/A,3,"BS, Fragrance Depot, Sanya",31,36.70
719346702249,"JUICY COUTURE VIVA LA JUICY L 3PCSET 3.4 EDP SPRAY / 4.2 BL / 10ML EDP SPRAY *DISPLAY BOX*",N/A,3,"BS, Classic, General",38,42.30
8057971188673,"D&G THE ONE GOLD INTENSE EDP SP 1.7oz",N/A,3,"BS, Cosmo, Perfume Price",29.4,36.04
7640233341414,"Elie Saab Elixir Eau De Parfum 100ml",N/A,3,"BS, MTZ, Perfume Center",35,38.74
3346470145641,"Guerlain La Petite Robe Noire Intense Eau de Parfum 75ml",N/A,3,"BS, Haz, MTZ",36,41.64
3346470131156,"Guerlain La Petite Robe Noire Eau de Parfum 75ml",N/A,3,"BS, Haz, MTZ",39.5,43.76
3616304679780,"HUGO BOSS #6 BOTTLED M 3PCSET 3.4 *EDP* SPRAY / 3.4 SGEL / 10ML *DISPLAY BOX*",N/A,3,"BS, MTZ, Perfume Price",38,42.60
6290171070160,"Afnan Highness IX Maroon Eau de Parfum 100ml",N/A,3,"BS, MTZ, POTW",34,41.67
3770000002904,"JULIETTE H GUN Anyway Usx EDP (100ml)",N/A,3,"BS, Classic, Fragrance Depot",41.35,46.82
3346470147393,"LA PETITE ROBE NOIRE EDP 100ML",N/A,3,"BS, Haz, MTZ",39,46.38
783320409592,"BVLGARI SPLENDIDA TUBEREUSE MYSTIQUE 3.4 EDP W ",N/A,3,"BS, MTZ, Perfume Plus",41.7,45.45
8057971188291,"D&G DEVOTION INTENSE 3.4OZ EDP WOMEN",N/A,3,"BS, Classic, Montroyal",44,50.02
3274872419315,"Givenchy Irresistible Edt Spray 80 ml",N/A,3,"BS, PWW, Perfume Plus",49,53.43
8054754400700,"D&G LIGHT BLUE (M) EDT SP 4.2+EDT SP 1.4",N/A,3,"BS, French, TJS",48,51.17
8054754403527,"D&G DEVOTION POUR HOMME EDP SP 3.4oz+10ML",N/A,3,"BS, Nandansons, Perfume Price",54.5,54.82
8054754403589,"D&G THE ONE EDP SP 2.5oz+1oz HAIR MIST+10ML",N/A,3,"BS, MTZ, TJS",49.5,52.60
8054754403510,"D&G DEVOTION EDP SP 3.4oz +10ml EDP",N/A,3,"BS, MTZ, Nandansons",49.5,53.72
3432240506764,"DECLARATION De CARTIER(M)EDT SP 3.3(LI FREE)(Refillable)                                             ",N/A,3,"BS, Haz, PWW",54.5,60.30
3616302020676,"BURBERRY GODDESS 1.7 EDP SPR (W)",Maison Francis Kurkdjian,3,"BS, Classic, Gift Express",58,58.86
3274872469013,"Givenchy Irresistible Very Floral 2.7 EDP Sp Women",N/A,3,"BS, MTZ, Perfume Center",60,63.38
8016741652431,"Tiziana Terenzi Ursa Extract De Parfum 100ml",N/A,3,"BS, Fragrance Depot, Perfume Price",96,109.47
8054320902591,"XERJOFF ERBA PURA 1.7 EDP SP   ",N/A,3,"BS, Perfume Plus, Perfume Price",101,121.70
8054320902539,"XERJOFF ERBA GOLD (U) EDP 50ML",XERJOFF,3,"BS, Fragrance Depot, Perfume Price",100.2,114.65
5425017735984,"CUBA Prestige Black For Men 1.17oz Edt Spray. ( Swiss Army)",N/A,3,"CBS, Perfume Center, Perfume Price",2.3,2.64
5425017733614,"CUBA NEW YORK FOR MEN EDT SP 1.17oz",ASDAAf,3,"BS, CBS, Perfume Center",2.25,2.35
