UPC,Item Name,Brand,Domestic Vendors,Vendor Names,Min Price,Avg Price
3386460149198,"LACOSTE L.12.12 ROSE SPARKLING 3.3 EAU DE TOILETTE SPRAY FOR WOMEN",CARTIER,7,"Classic, General, MTZ, Montroyal, Nandansons, Perfume Price, United",27.5,28.63
8057971180912,"D&G Uomo EDT TST (125ml)",N/A,7,"CBS, ET, MTZ, Nandansons, POTW, Sanya, Spectrum",26,27.40
812256028611,"Ariana Grande Cloud Intens 3.4 edp spr",N/A,7,"Classic, MTZ, Nandansons, Paris, Perfume Plus, Perfume Price, United",37,38.23
3386460101035,"Montblanc Explorer Eau De Parfum 100ml",N/A,7,"BS, General, MTZ, Network, Paris, Perfume Plus, Perfume Price",36,37.67
614514331019,"RASASI HAWAS L 3.4 EDP SPRAY",PERRIS MONTE CARLO,7,"Fragrance Depot, Gift Express, MTZ, PWW, Perfume Center, Perfume Plus, Perfume Price",11,14.93
6290360598970,"LATTAFA MAYAR NATURAL INTENSE 100ML EDP SPRAY",N/A,7,"French, MTZ, PWW, Perfume Plus, Perfumora, Spectrum, United",10.5,14.99
6294015189629,"ARMAF ODYSSEY AOUD 2.0 EDP M (128644)",N/A,7,"BS, MTZ, PWW, Perfume Price, Perfumora, Spectrum, Yossi",11,12.79
3614273560405,"MUGLER ALIEN GODDESS 3.0 EDP W",Clarins,7,"CBS, Classic, ET, General, Paris, Perfume Plus, Prestige Fragrances",39.5,53.02
8011003811274,"VERSACE OUD NOIR ( M ) EDP SP 3.4 OZ",N/A,7,"Classic, Fragrance Depot, Nandansons, Network, PWW, Perfume Center, Perfume Plus",50,54.85
6290360591551,"Lattafa Ajayeb Dubai Eau de Parfum 100ml",Victoria's Secret,7,"Classic, French, MTZ, Nandansons, PWW, Perfume Price, United",8,11.14
6290360599090,"LATTAFA SEHR 3.4 EAU DE PARFUM SPRAY FOR MEN",LATTAFA,7,"Classic, French, MTZ, Montroyal, Nandansons, PWW, United",21.5,25.69
614514331033,"RASASI HAWAS BLACK (M)3.4oz EDP SP",N/A,7,"Classic, ET, Fragrance Depot, Gift Express, MTZ, Paris, Perfume Plus",13.45,23.60
6291107459141,"MAISON ALHAMBRA "BAROQUE ROUGE 540" 3.3 OZ EDP SPR [U]",N/A,7,"French, Heritage, MTZ, Nandansons, PWW, Paris, Perfume Plus",8.95,10.00
608940570951,"VINCE CAMUTO TERRA(M) EDT SP 3.4oz",N/A,7,"BS, French, General, Gift Express, Montroyal, Nandansons, QFG",12.5,17.21
3616304203657,"Escada Sorbetto Rosso Limited Edition Eau De Toilette 100ml",N/A,6,"BS, Classic, Haz, MTZ, Nandansons, Perfume Price",14.5,19.20
608940563687,"KENNETH COLE BLUE M EDT/S 3.4  ",N/A,6,"BS, Classic, Gift Express, Heritage, Paris, QFG",17.5,20.00
608940565971,"VINCE CAMUTO ETERNO EDT SP 3.4oz",N/A,6,"BS, Classic, French, General, Paris, QFG",10,18.05
608940576199,"VINCE CAMUTO VIRTU (M) EDT SP 3.4oz",Elemis,6,"BS, NYB, POTW, PWW, Paris, QFG",10,16.32
719346260053,"VIVA LA JUICY PETALS PLEASE 3.4 EDP SPR (W)",N/A,6,"BS, General, Haz, Nandansons, PWW, United",21.75,23.56
719346257718,"OUI JUICY COUTURE - EDT 3.4 OZ L",N/A,6,"BS, Cosmo, General, NYB, Nandansons, PWW",21,23.24
3423478974357,"Issey Miyake L'eau D'issey Shades Of Kolam Eau De Toilette 100ml",SCENTOLOGIA,6,"BS, Heritage, PWW, Paris, Perfume Plus, United",22,23.52
3386460127950,"Montblanc Legend Red Eau De Parfum 100ml",N/A,6,"BS, ET, General, POTW, Perfume Plus, Perfume Price",22.5,24.35
6294015168174,"ARMAF MISS GRANDEUR EDP SP 3.4oz",N/A,6,"Acme, BS, French, Gift Express, MTZ, Montroyal",13,20.37
6294015168150,"ARMAF MISS MAGNIFIQUE EDP SP 3.4oz",N/A,6,"Acme, BS, Classic, French, MTZ, PWW",13,20.97
6294015168112,"ARMAF MISS ATTITUDE EDP SP 3.4oz",N/A,6,"BS, Classic, Gift Express, MTZ, Montroyal, PWW",17.4,21.44
8057971188178,"DG LIGHT BLUE 1.0 EDT L NEW 2025  (129941)",N/A,6,"BS, Classic, French, Haz, Network, Perfume Price",24,25.47
737052483214,"Lacoste Essential EDT for Men | 4.2 oz / 125 ml",Lacoste,6,"BS, French, General, MTZ, Network, Prestige Fragrances",23.75,25.98
8057971188185,"DG LIGHT BLUE 1.7 EDT L NEW 2025  (129940)",N/A,6,"BS, Classic, French, NYB, Paris, Perfume Price",28,29.84
6294015168143,"ARMAF MISS MISTIQUE EDP SP 3.4oz",N/A,6,"Acme, BS, French, MTZ, PWW, Perfume Price",13,22.32
6294015131017,"ARMAF CLUB INTENSE PARFUM 5oz",TokyoMilk,6,"BS, Gift Express, MTZ, Montroyal, Network, United",29.25,34.21
887167095885,"ESTEE SUPER 1.7 EDP L",N/A,6,"BS, Classic, Cosmo, Haz, MTZ, Nandansons",25.25,29.46
3386460139199,"MONT BLANC "EXPLORER PLATINUM" 3PCS SET 3.3 OZ EDP SPR +3.3 S/G + 7.5 ML [MSET]",N/A,6,"Acme-Sets, BS, Classic, POTW, Sanya, United",31.9,36.22
3423222090708,"ISSEY MIYAKE L'Eau D'Issey Pivoine Wom EDT (100ml)",N/A,6,"BS, Classic, French, PWW, Perfume Price, United",24,29.46
6294015165005,"ARMAF CLUB KEY SUCESS EDP SP 3.4oz",N/A,6,"Acme, BS, Classic, ET, Fragrance Depot, MTZ",25,33.72
6294015164992,"ARMAF CLUB KEY DREAMS EDP SP 3.4oz",N/A,6,"Acme, BS, CBS, Classic, ET, French",25,33.34
3614228228671,"Lacoste Eau De Lacoste L.12.12 Pour Elle French Panache Eau de Toilette 90ml",N/A,6,"BS, French, General, MTZ, Perfume Price, United",24,30.93
8054754404739,"D&G DEVOTION POUR HOMME 1.7 EDP SP",N/A,6,"BS, Classic, MTZ, Nandansons, Paris, Perfume Price",33.5,38.51
3346130493594,"Herm�s Eau D'orange Verte Eau De Cologne 100ml",CHRISTIAN DIOR,6,"BS, Cosmo, Fragrance Depot, MTZ, TJS, Yossi",39.75,48.22
3423222107635,"NARCISO RODRIGUEZ Musc Nude Women EDP (100ml)",N/A,6,"BS, Haz, Montroyal, Perfume Center, Perfume Price, United",37.5,44.55
3423222012700,"NARCISO RODRIGUEZ For Her Musc Noir EDP (100ml)",N/A,6,"BS, Classic, Cosmo, MTZ, PWW, Paris",44,49.00
3423222055639,"NARCISO RODRIGUEZ Narciso Cristal Wom EDP��(90ml)",N/A,6,"BS, Fragrance Depot, Gift Express, Nandansons, Perfume Price, United",43,48.93
8057971186655,"D&G The Only One Intense Wom EDP (100ml)",N/A,6,"Acme, BS, ET, Fragrance Depot, General, Spectrum",45,49.84
8011003899968,"VERSACE POUR HOMME(M)(H/B)3PC SET(3.4oz edt sp,5.0oz Bath & Shower Gel,5ml edt spl mini)             ",Versace,6,"BS, PWW, Paris, Perfume Center, Perfume Center Sets, Spectrum",44,48.36
3423473053958,"NARCISO RODRIGUEZ Narciso Ambree Wom EDP (90ml)",N/A,6,"BS, CBS, Montroyal, Nandansons, Paris, United",44,48.95
8057971188123,"DG LIGHT BLUE 6.7 EDT M NEW 2025  (129942)",N/A,6,"BS, Haz, MTZ, PWW, Perfume Price, United",48,52.13
8054754400748,"Dolce & Gabbana The One 3PC Women Set",N/A,6,"BS, CBS, Classic, MTZ, Network, PWW",45,52.85
3616303423858,"MJ DAISY EVER SO FRESH(L) 4.2",N/A,6,"BS, CBS, Classic, Montroyal, Perfume Plus, Prestige Fragrances",51.5,54.40
3274872447561,"GIVENCHY Irresistible Rose Velvet Wom EDP (80ml)",N/A,6,"BS, Classic, ET, Fragrance Depot, PWW, Perfume Center",56.5,62.51
3432240506610,"CARTIER LA PANTHERE 3.3OZ EDT WOMEN",N/A,6,"BS, Euro, MTZ, Nandansons, PWW, Perfume Center",56.6,61.94
783320977350,"BVLGARI SPLENDIDA JASMIN NOIR EDP SP 1.7oz",N/A,6,"BS, Fragrance Depot, MTZ, PWW, Perfume Center, TJS",57.5,64.76
8011003845187,"MOSCHINO TOY BOY - Moschino - EAU DE PARFUM MINIATURE  5 ml",Oribe,6,"CBS, Classic, Cosmo, Gift Express, POTW, Spectrum",3,3.79
6085010094663,"ARMAF TRES NUIT",N/A,6,"CBS, Classic, ET, Gift Express, MTZ, Nandansons",12.95,14.21
6294015102239,"ARMAF CLUB LE PARFAIT   - EAU DE TOILETTE SPRAY 3.6 oz..",N/A,6,"BS, CBS, French, Gift Express, PWW, United",12.95,13.86
3614273852814,"YSL MYSELF ( M ) EDP SP 3.4 OZ",N/A,6,"CBS, Classic, Fragrance Depot, Nandansons, Perfume Price, TJS",73,86.64
3348901486392,"CD Sauvage Parfum M 2.0 spr",N/A,6,"CBS, Classic, Cosmo, General, PWW, Perfume Price",89.1,103.50
3348901368247,"C DIOR Sauvage Men EDP (100ml)",N/A,6,"Acme, CBS, Classic, Fragrance Depot, Network, Perfume Price",105,110.19
3348901708920,"Christian Dior Miss Dior 2.7 Parfum Sp Women",N/A,6,"CBS, Classic, Cosmo, PWW, Perfume Price, Prestige Fragrances",125,129.74
888874007918,"BOND NO.9 CHELSEA NIGHT 3.3oz EDP SP (U)",BATH & BODY WORKS,6,"CBS, Classic, Haz, MTZ, PWW, Perfume Center",112.5,145.90
888874008007,"BOND NO. 9 NEW YORK FLOWERS L 3.3 EDP SPRAY",BATH & BODY WORKS,6,"CBS, Classic, Cosmo, Haz, MTZ, Perfume Price",107,138.10
5425039220604,"CUBA SHADOW M 3.4 EDT SPRAY..",N/A,6,"Classic, Elegance, POTW, PWW, Perfume Center, United",3.95,4.76
812256022381,"ARIANA GRANDE SWEET LIKE CANDY BODY MIST 236ML ",N/A,6,"Classic, ET, General, PWW, Perfume Price, United",6,6.83
812256025269,"ARIANA GRANDE THANK U NEXT BODY MIST 236ML",MCM,6,"Classic, ET, General, PWW, Perfume Price, United",6,6.79
812256021674,"ARIANA GRANDE ARI BODY MIST 236ML",N/A,6,"Classic, General, Network, Perfume Center, Perfume Price, United",5.95,7.18
3616303322052,"Adidas Victory League Eau de Toilette 100ml",ATELIER,6,"Classic, Cosmo, Elegance, PWW, Perfume Price, United",4.25,5.19
8411114091150,"DISNEY AIR VAL PRINCESS RAPUNZEL EDT SP 3.4oz",N/A,6,"BS, Classic, ET, General, Paris, Perfume Price",5.5,6.42
8411114086279,"DISNEY FROZEN II ( Kids ) EDT SP 3.4 OZ - 8627",N/A,6,"BS, Classic, General, Paris, Perfume Price, United",5.45,7.12
67724079101,"SUNG (M) EDT SP 3.4oz TESTER",Dolce & Gabbana,6,"BS, Classic, Cosmo, NYB, Paris, Perfume Center",6.9,8.19
6291108734506,"LATTAFA SO POUDREE-THAMEEN MUSK COLLECTION 100ML EDP SPRAY",ANASTASIA,6,"Classic, French, MTZ, Perfumora, Spectrum, United",10,11.27
49398940055,"KIM KARDASHIAN GOLD 3.4 EDP SPR (W)",N/A,6,"Classic, Nandansons, POTW, Perfume Price, QFG, United",7.5,9.50
6291108735565,"AL HAMBRA JEAN LOWE FRAICHE 100ML EDP SPRAY",N/A,6,"Classic, French, Gift Express, MTZ, Perfume Price, United",10,12.85
6291107450452,"Lattafa Blue Oud Eau de Parfum 100ml",N/A,6,"Classic, French, MTZ, Nandansons, Perfumora, Spectrum",8,10.56
6291108735558,"AL HAMBRA JEAN LOWE MATIERE 100ML EDP SPRAY",N/A,6,"Classic, French, Gift Express, PWW, Perfume Price, United",10.75,13.56
6291108738009,"Lattafa Al Noble Safeer Eau de Parfum 100ml",N/A,6,"BS, Classic, Fragrance Depot, Gift Express, Heritage, Nandansons",11,13.69
3614224686833,"NAUTICA VOYAGE HERITAGE - EAU DE TOILETTE SPRAY 3.3 oz / 100 ml Men",N/A,6,"Classic, ET, General, MTZ, PWW, Paris",10.75,12.40
856515004572,"HUMMER LEGENDARY EDT SP 4.2oz",N/A,6,"ABDiversified, BS, Classic, French, PWW, Perfume Center",10.9,12.72
6290360593166,"Lattafa Fakhar Lattafa Extrait Eau de Parfum 100ml",N/A,6,"Classic, Gift Express, PWW, Perfume Plus, Perfume Price, United",11.5,14.14
6290360598352,"LATTAFA THE KINGDOM 3.4 EDP L  (128576)",N/A,6,"Classic, French, Gift Express, MTZ, Montroyal, United",14.9,17.05
6290360592800,"LATTAFA NATURAL OUD 3.4 EDP SPR (M)",N/A,6,"Classic, French, Gift Express, MTZ, Nandansons, Perfume Price",14,16.77
3386460109581,"COACH DREAMS 1.35 ( W ) EDP SP 1.35 OZ",N/A,6,"Classic, Cosmo, PWW, Paris, Perfume Price, Prestige Fragrances",19,20.67
8011003060603,"MOSCHINO POUR FEMME EDT SP 2.5oz (TESTER)",N/A,6,"BS, Classic, POTW, Perfumora, Sanya, Spectrum",10.5,13.26
844061011212,"PERRY ELLIS 360 VERY BLUE M 3.4",N/A,6,"BS, Classic, General, Montroyal, Paris, United",17.5,18.17
6290360593661,"LATTAFA "KHAMRAH QAHWA" 3.3 OZ EDP SPR [U]",Victoria's Secret,6,"Classic, French, MTZ, Network, Perfume Price, United",17,18.91
855560005022,"SEAN JOHN UNFORGIVABLE M EDT/S 2.5",Burberry,6,"Classic, French, Gift Express, Montroyal, Network, QFG",14,18.78
3386460071758,"JIMMY CHOO ILLICIT 3.4 EDP L TST W/CAP -  (107690)",N/A,6,"Classic, Cosmo, Gift Express, MTZ, NYB, Prestige Fragrances",16.25,18.92
3607348816552,"KATY PERRY KILLER QUEEN 3.4 EDP SPR (W)",VALENTINO,6,"Classic, Cosmo, PWW, Perfume Plus, Perfume Price, United",13,15.72
6290171070580,"TURATHI BLUE - Afnan - EAU DE PARFUM SPRAY  3.0 oz / 90 ml",N/A,6,"Classic, Gift Express, MTZ, POTW, Perfume Price, United",21,22.23
6290171070603,"AFNAN TURATHI BROWN M 3.0 EDP SPRAY",N/A,6,"Classic, General, POTW, Perfumora, Spectrum, United",18,21.23
3386460123525,"COACH DREAMS SUNSET/COACH EDP SPRAY 1.3 OZ (40 ML) (W)",Dolce & Gabbana,6,"Classic, Cosmo, Network, PWW, Paris, Prestige Fragrances",17.7,20.61
6290171075141,"AFNAN KIAANA ANGEL WOMEN 3.4 OZ EDP SP",N/A,6,"Classic, French, Gift Express, Haz, MTZ, POTW",20.5,22.53
3386460120630,"KATE SPADE SPARKLE INTENSE ( W ) EDP SP 3.4 OZ",Dolce & Gabbana,6,"CBS, Classic, Cosmo, French, Montroyal, Perfume Price",22,23.57
8011003839292,"MOSCHINO Toy2 Wom EDP (50ml)",N/A,6,"Classic, Cosmo, PWW, Paris, Perfume Plus, Spectrum",21,24.99
6294015136470,"Armaf Club de Nuit Sillage W 3.6 edp spr",TOKYOMILK,6,"CBS, Classic, Gift Express, Montroyal, Perfume Price, United",22,23.40
8011003839315,"MOSCHINO TOY 2 Tester 3.4 ( W ) EDP SP 3.4 OZ  - Cap",N/A,6,"Classic, Cosmo, Montroyal, POTW, Sanya, Spectrum",20,23.18
3605473198178,"Benetton Hot W 3.4 edt spr",N/A,6,"Cosmo, French, General, PWW, Paris, Perfume Center",3.75,5.25
3616303322021,"ADIDAS PURE GAME 3.4 EDT M  (100191)",N/A,6,"Cosmo, ET, Elegance, PWW, Perfume Price, United",4.25,5.01
3616303462062,"David Beckham Classic Homme Eau de Toilette 100ml",N/A,6,"BS, Cosmo, General, Heritage, MTZ, PWW",7.7,9.07
98691025884,"LUCKY YOU - COLOGNE 3.4 OZ SP TESTER M",N/A,6,"BS, Cosmo, Elegance, Nandansons, Network, Perfume Center",6.95,7.81
719346022040,"HALSTON Z 14 EDT SP 4.2oz TESTER",N/A,6,"BS, Cosmo, Elegance, NYB, Nandansons, Perfume Center",6.25,7.62
3614273532990,"Paloma Picasso Eau de Toilette 50ml",Clarins,6,"Cosmo, French, MTZ, Perfume Center, Perfume Plus, QFG",11.2,13.47
608940581391,"Paris Hilton Ruby Rush W 3.4 edp spr",N/A,6,"BS, Cosmo, General, MTZ, QFG, United",11,15.86
3616301838227,"BB MR BURBERRY EDP 50ML",N/A,6,"Acme, Cosmo, ET, MTZ, Nandansons, Paris",20,23.55
8011003995943,"Versace Pour Homme M 1.0 edt spr",N/A,6,"BS, Cosmo, Haz, Heritage, PWW, Paris",13.95,21.95
3386460109574,"COACH DREAMS EDP SP 2oz",N/A,6,"Cosmo, Gift Express, NYB, PWW, Paris, Prestige Fragrances",24,26.45
3274872395572,"PI - GivenchY-  EAU DE TOILETTE SPRAY 3.3 oz Tester Mens",N/A,6,"Classic, Cosmo, MTZ, Montroyal, NYB, POTW",25.25,27.47
3614273662543,"Viktor & Rolf Good Fortune Eau De Parfum 50ml",N/A,6,"Classic, Cosmo, ET, MTZ, Paris, Perfume Center",32,38.30
3386460135337,"JIMMY CHOO "ICE" 6.7 OZ EDT SPR [M]",N/A,6,"Classic, Cosmo, NYB, Perfume Plus, Perfume Price, United",28.5,31.71
3614273544955,"PRADA LUNA SPORT 1.7 M",N/A,6,"Acme, Classic, Cosmo, ET, Nandansons, Paris",38.25,42.37
3439600056662,"THIERRY MUGLER ANGEL L 3.4 *EDP* SPRAY TESTER",N/A,6,"Classic, Cosmo, MTZ, Montroyal, Nandansons, Perfume Plus",39.95,45.86
8011003827343,"Versace Eros Pour Femme Eau de Toilette 100ml",N/A,6,"Cosmo, MTZ, Nandansons, Network, Paris, Perfume Center",38,41.29
3346131797080,"HERMES L'OMBRE DES MERVEILLES EDP 100ML",Christian Dior,6,"Classic, Cosmo, ET, Euro, MTZ, Montroyal",43.5,50.11
3616301976097,"GUCCI Guilty Wom EDT TST (90ml)",N/A,6,"Classic, Cosmo, French, MTZ, Montroyal, Paris",41,44.63
3614273776110,"YSL LIBRE LE PARFUM (W) 50ML",N/A,6,"Classic, Cosmo, Fragrance Depot, MTZ, Perfume Price, TJS",67.5,72.11
3349668630448,"PACO RABANNE FAME INTENSE EDP SP 80 ML REFILLABLE",N/A,6,"Acme, Classic, Cosmo, General, MTZ, Nandansons",65,66.48
6294015165029,"ARMAF CLUB KEY LOVE 3.4oz SPR",N/A,6,"CBS, Classic, ET, Fragrance Depot, French, MTZ",27.5,34.82
3660732518500,"RL POLO 2 Pc Set ( M ) EDT SP 4.0, SP 0.5 OZ ( Travel )",N/A,6,"CBS, French, Paris, Perfume Center, Perfume Center Sets, United",41.75,48.33
3605972331663,"RL POLO RED(M) 6.8 OZ EDP",N/A,6,"Classic, French, Montroyal, Paris, Prestige Fragrances, TJS",44,50.06
3614229461305,"GUCCI BLOOM PROFUMO DI(L) 1.7",Gucci,6,"French, MTZ, PWW, Paris, Perfume Center, Prestige Fragrances",33.5,46.59
3760265190201,"AOUD LINE - Mancera -  EAU DE PARFUM SPRAY 4.0 oz Women",N/A,6,"Fragrance Depot, French, MTZ, Montroyal, Perfume Price, TJS",45,50.27
3614228834896,"ETERNITY COLOGNE/CALVIN KLEIN EDT SPRAY 3.4 OZ (100 ML) (M)",N/A,6,"BS, French, Haz, NYB, Nandansons, Perfume Price",17.5,18.27
22548296462,"M KORS Sexy Amber Wom EDP TST (100ml)",N/A,6,"CBS, Classic, Haz, Nandansons, Network, Yossi",20,23.64
3351500980086,"AZZARO POUR HOMME 6.8 EDT M",Coach,6,"Fragrance Depot, General, Gift Express, Haz, Network, Perfume Plus",26.5,27.47
6294015131024,"ARMAF CLUB NUIT DE INTENSE  - - EAU DE PARFUM SPRAY 6.7 oz",N/A,6,"Classic, Fragrance Depot, Haz, Montroyal, Network, United",31.5,34.81
3386460147378,"Coach New York Green 3PC Men Set (Hard Box)",N/A,6,"Classic, Gift Express, Haz, Nandansons, POTW, Paris",34.6,40.71
3616305181473,"SET MARC JACOBS PERFECT W 3.3 EDP SP + 2.5 BODY LOTION (TRAVEL SET)  ",N/A,6,"Acme-Sets, Classic, Haz, Nandansons, PWW, Perfume Price",53,56.57
8011003891061,"VERSACE Crystal Noir Wom Parfum (90ml)",N/A,6,"BS, Fragrance Depot, Haz, Network, Perfume Price, Sanya",55,58.40
8435415059060,"JPG Scandal W 2.7 edp spr",N/A,6,"ET, Haz, Montroyal, PWW, Perfume Price, TJS",56.5,71.97
8011003890811,"VERSACE Eros Energy Pour Homme EDP (200ml)",N/A,6,"BS, Classic, Haz, MTZ, Perfume Plus, Perfume Price",76,77.82
3616304679445,"BURBERRY "HERO" PARFUM 3.3 OZ EDP SPR [M]",N/A,6,"Fragrance Depot, General, Haz, MTZ, Montroyal, Perfume Price",55.3,68.51
3349668630264,"PACO RABANNE MILLION GOLD FOR HER EDP SP 90 ML REFILLABLE",PACO RABANNE,6,"Acme, Haz, Montroyal, Perfume Center, Perfume Plus, Perfume Price",82,83.48
8411061106297,"Carolina Herrera Bad Boy Elixir 3.4 EDP Sp Men",Carolina Herrera,6,"Acme, Haz, MTZ, Montroyal, Perfume Plus, Perfume Price",63.4,81.38
3349668644933,"PACO RABANNE MILLION GOLD ELIXIR (M) PARFUM INTENSE 100 ml FR",PACO RABANNE,6,"Acme, Fragrance Depot, Haz, Montroyal, Perfume Price, United",71.5,91.63
8411061083789,"CAROLINA HERRERA BAD BOY COBALT ELIXIR 5.0OZ EDP MEN",NISHANE,6,"Fragrance Depot, General, Haz, MTZ, Perfume Plus, Perfume Price",88,96.05
8435137729180,"PRADA LUNA ROSSA 3.4 EDT M  (103289)",N/A,6,"Euro, Fragrance Depot, MTZ, Montroyal, PWW, Spectrum",56.5,61.55
3614273906470,"ARMANI Aqua Di Gio Men Parfum EDP (75ml)",N/A,6,"Acme, CBS, Classic, Euro, MTZ, Perfume Price",59.9,68.80
8011003861910,"Versace Eros Eau de Parfum 200ml",N/A,6,"CBS, MTZ, Montroyal, Network, PWW, Perfume Plus",57,62.60
783320421297,"POUR HOMME  EDP 100ML",N/A,6,"Acme, CBS, ET, Fragrance Depot, MTZ, PWW",60.7,76.98
8435415076838,"JEAN PAUL GAULTIER DIVINE EDP 3.4 W",N/A,6,"CBS, Classic, ET, MTZ, Montroyal, Perfume Plus",73.7,76.31
8435415080422,"JPG SCANDAL ABSOLU PARFUM CONCENTRE 2.7oz",EL,6,"Acme, ET, General, MTZ, Montroyal, Nandansons",74,78.85
861940000075,"JESSICA M NO .3 3.4 EDP L",N/A,6,"BS, Fragrance Depot, NYB, Nandansons, PWW, Perfume Center",11,12.57
88300107681,"CK ONE EDT 50ML",N/A,6,"Gift Express, Haz, MTZ, NYB, Network, PWW",12,12.70
3610400037185,"LOMANI AB SPIRIT MILLIONAIRE WHITE GOLD (M) EDP SP 3.3oz",N/A,6,"BS, MTZ, NYB, PWW, Perfume Center, Perfume Price",10.45,11.31
7640496670238,"TOMMY HILFIGER Tommy Men EDT (200ml)",N/A,6,"ET, MTZ, NYB, Nandansons, Perfume Plus, Spectrum",26.5,27.50
3386460113588,"MONT BLANC SIGNATURE - EAU DE PARFUM  SPRAY 3.0 oz  Women",N/A,6,"Classic, Montroyal, NYB, Perfume Plus, Perfume Price, TJS",31,33.76
3605972321794,"RALPH LAUREN Polo Red Men EDP (125ml)",N/A,6,"General, NYB, Perfume Plus, QFG, Spectrum, United",30,38.66
811185020864,"PITBULL CUBA (W) EDP SP 3.4oz",MIN NEW YORK,6,"BS, French, Network, PWW, Perfume Center, QFG",4.25,6.27
48295033044,"ASPEN (M) COL SP 4.0oz",N/A,6,"BS, French, General, Gift Express, Network, Perfume Center",4.75,6.15
614514177013,"RASASI DAAREJ W 3.4 OZ EDP SP.",N/A,6,"Elegance, French, MTZ, Nandansons, Perfume Center, United",6.25,8.48
6291107459356,"AL HAMBRA PHILOS ROSSO 100ML EDP SPRAY",N/A,6,"Elegance, French, Gift Express, MTZ, PWW, Perfume Center",7.25,8.80
614514249048,"RASASI SHUHRAH M 3.0 EDP SP.",N/A,6,"Fragrance Depot, MTZ, Montroyal, PWW, Perfume Center, United",8.5,13.88
3605972230324,"RL POLO DEEP BLUE (M) 4.2OZ EDP SP",N/A,6,"MTZ, Nandansons, Paris, Perfume Price, Prestige Fragrances, QFG",31.5,38.64
3605972910240,"POLO 67 4.0OZ EDT MEN",N/A,6,"Classic, Fragrance Depot, Gift Express, MTZ, Montroyal, Perfume Price",38.5,44.84
3386460126298,"MONCLER POUR FEMME EDP 150ML",N/A,6,"Classic, Fragrance Depot, MTZ, Network, Perfume Price, TJS",45,74.76
850050062219,"BHARARA VIKING RIO ( M ) PARFUM SP 3.4 OZ",N/A,6,"Classic, Fragrance Depot, MTZ, Paris, Perfume Center, Perfume Price",44.5,48.46
3349668617081,"PACO RABANNE 1 Million Royal Men EDP TST (100ml)",N/A,6,"CBS, Classic, Gift Express, MTZ, Perfume Price, TJS",46,48.89
3616303173098,"BOSS BOTTLED # 6 - Hugo Boss- PARFUM SPRAY 3.4 oz Men",N/A,6,"Classic, Gift Express, MTZ, Paris, Perfume Plus, Perfume Price",45,50.74
8057971188208,"D&G light blue edt vapo",N/A,6,"BS, CBS, Classic, MTZ, Nandansons, Perfume Price",51.25,53.74
3614273955546,"ADGH EDT V100ml R24",N/A,6,"Classic, General, Haz, PWW, Perfume Price, TJS",47.1,55.28
3760265190485,"MANCERA CEDRAT BOISE 4 OZ EAU DE PARFUM SPRAY",N/A,6,"Fragrance Depot, Gift Express, Montroyal, PWW, Perfume Price, TJS",49.8,60.60
3616301975755,"BURBBERY HER(L) 3.4OZ EDT",N/A,6,"Acme, CBS, Classic, Fragrance Depot, Nandansons, Perfume Price",55,60.62
8435415092081,"JEAN PAUL GAULTIER LE MALE 2 PCS SET: 4.2 EAU DE TOILETTE SPRAY + 0.68 EAU DE TOILETTE SPRAY",N/A,6,"CBS, General, Nandansons, PWW, Perfume Center, Perfume Price",57.2,68.30
3614272050341,"YVES SAINT LAURENT EDP 60ML",N/A,6,"Classic, ET, Gift Express, Montroyal, Perfume Price, Prestige Fragrances",59.4,66.03
3614272899711,"YVES SAINT LAURENT MON PARIS INTENSEMENT EDP 90ML ",N/A,6,"CBS, Classic, Nandansons, PWW, Perfume Center, Perfume Price",71,76.64
3614273790857,"VALENTINO "DONNA BORN IN ROMA INTENSE" EDP 1.7 OZ SPR [W]",N/A,6,"CBS, Fragrance Depot, Gift Express, Perfume Plus, Perfume Price, Prestige Fragrances",69.5,80.39
3616302020652,"BURBERRY Goddess Wom EDP (100ml)",N/A,6,"Acme, CBS, Classic, Gift Express, Montroyal, Perfume Price",70,73.26
8411061056769,"Carolina Herrera Good Girl  Blush W 1.7 edp spr",N/A,6,"CBS, Classic, ET, Perfume Center, Perfume Plus, Perfume Price",59.7,71.58
6291100130597,"AL HARAMAIN AVENTURE INTENSE 3.4 EDP M  (121423)",N/A,6,"ET, General, MTZ, PWW, Perfume Plus, United",20.5,24.29
6290360593036,"LATTAFA PRIDE PISA 100ML EDP SPRAY",N/A,6,"French, Gift Express, MTZ, Montroyal, Perfume Price, United",23.25,26.42
3386460058728,"MONT BLANC EMBLEM - EAU DE TOILETTE SPRAY 3.3 oz  Mens",N/A,6,"Gift Express, Montroyal, PWW, Perfume Plus, Perfume Price, United",23.5,26.17
3386460141253,"COACH GREEN EDT SPRAY 100ML",CARTIER,6,"CBS, Fragrance Depot, Gift Express, Montroyal, Perfume Plus, Perfume Price",26.7,30.23
3274872487383,"GIVENCHY GENTLEMAN ONLY(M)EDT SP 3.3oz(NEW PACK)                                                     ",N/A,6,"ET, MTZ, Network, Perfume Center, Perfume Plus, United",34.25,39.35
6291106814965,"AL HARAMAIN MIRACLE DUBAI(W)EXTRAIT DE PARFUM SP 3.33oz(LI FREE)                                     ",N/A,6,"Classic, MTZ, Montroyal, Perfume Price, Spectrum, Yossi",29.5,32.66
