UPC,Item Name,Brand,Vendors,Vendor List,Min Price,Avg Price
6294015188653,"ARMAF ODYSSEY SPECTRA RAINBOW EDITION (M) EDP 100ML",ARMAF,9,"Nandansons; Aairie; MTZ; Montroyal; Perfume Center; Perfume Price; ET; United; Perfumora",14.95,18.80
3386460137614,"JIMMY CHOO Rose Passion Wom EDP TST (100ml)",N/A,9,"OniEssence; NYB; MTZ; Montroyal; Perfume Price; Gift Express; Classic; French; Network",15,19.79
8011003807871,"MOSCHINO PINK BOUQUET EDT SP 3.4oz",N/A,9,"Aairie; MTZ; Montroyal; Perfume Center; PWW; Perfume Price; ET; Nandansons; United",15,18.97
6290171002345,"Afnan 9Am Eau de Parfum 100ml",N/A,9,"Nandansons; United; Heritage; MTZ; PWW; Perfume Price; Classic; French; POTW",15,17.91
88300150410,"Calvin Klein Obsession Night EDP for Women | 3.4 oz / 100 ml",N/A,9,"Nandansons; Perfume Center; Cosmo; Haz; PWW; Perfume Price; BS; United; General",15,16.68
6290171040682,"Afnan Supremacy Incense Eau De Parfum 100ml",N/A,9,"MTZ; Fragrance Depot; Perfume Price; BS; Classic; United; Fragsense; General; POTW",15,16.50
3614226905208,"Burberry London EDP for Women | 1 oz / 30 ml",Burberry,9,"Heritage; Perfume Center; Haz; Perfume Price; Classic; Paris; Fragsense; Perfumora; Network",15,17.50
608940568224,"VINCE CAMUTO CIAO EDP SP 3.4oz",N/A,9,"Nandansons; Mod; TJS; Cosmo; BS; Classic; PWW; Aairie; Paris",15.5,18.34
6290360593142,"LATTAFA BADE'E AL OUD SUBLIME (U) EDP 100 ml",N/A,9,"Nandansons; Montroyal; Fragrance Depot; PWW; Perfume Price; French; ET; MTZ; Gift Express",15.5,17.03
844061011212,"PERRY ELLIS 360 VERY BLUE M 3.4",N/A,9,"United; Perfume Center; Montroyal; PWW; Perfume Price; BS; Classic; Paris; General",15.95,17.26
3386460036405,"BOUCHERON Boucheron EDT for Men | 3.3 oz / 100 ml",BOUCHERON,9,"TJS; Nandansons; United; Heritage; Perfume Center; Montroyal; Perfume Price; Network; General",16,17.81
3386460082181,"Jimmy Choo Man Ice Eau de Toilette 50ml",N/A,9,"Aairie; Nandansons; Heritage; Cosmo; Montroyal; Perfume Price; Classic; Gift Express; Network",16,18.25
8431754502519,"HALLOWEEN MAN ROCK ON ( M ) EDT SP 4.2 OZ",N/A,9,"PWW; Nandansons; United; MTZ; Perfume Center; Perfume Price; Gift Express; Premier; Paris",16.5,22.38
844061001176,"Perry Ellis Perry 18 EDT for Men | 3.3 oz / 100 ml - SPR",Perry Ellis,9,"Nandansons; Perfume Center; Montroyal; PWW; BS; ET; Paris; United; Network",16.5,17.52
20714001940,"Clinique Aromatics Elixir Parfum for Women | 1.5 oz / 45 ml",N/A,9,"Distributor; Perfume Center; Cosmo; Perfume Distributors; PWW; BS; Classic; General; POTW",16.5,18.99
608940565711,"Vince Camuto Capri EDP for Women | 3.4 oz / 100 ml",Vince Camuto,9,"Nandansons; Mod; TJS; Aairie; PWW; Gift Express; Classic; French; General",16.75,21.05
3386460025492,"Jimmy Choo EDP for Women | 1.3 oz / 40 ml",Jimmy Choo,9,"Heritage; Cosmo; NYB; MTZ; PWW; Nandansons; Perfume Price; Classic; POTW",16.75,18.74
3386460103718,"JIMMY CHOO FLORAL - JIMMY CHOO - EAU DE TOILETTE SPRAY 3.0 oz Tester",N/A,9,"OniEssence; Premier; TJS; Cosmo; MTZ; Montroyal; Gift Express; Sanya; NYB",17,19.75
85715806352,"Dunhill Icon Racing Blue EDP 3.4 oz Spray M",N/A,9,"TJS; ABDiversified; Luxury; MTZ; Distributor; Perfume Center; Perfume Distributors; PWW; Network",17,21.99
6290360598321,"Mashrabya by Lattafa 3.4oz EDP Spray for UNISEX",Lattafa,9,"Nandansons; MTZ; Gift Express; Classic; French; Aairie; Fragsense; PWW; Perfumora",17,20.77
3605520983979,"V&R FLOWER BOMB(L) 0.6OZ EDP",Adidas,9,"Nandansons; TJS; Fragrance Depot; Perfume Center; Haz; PWW; Gift Express; French; NYB",17.25,20.79
3386461515619,"LANVIN Arpege EDP for Women | 3.3 oz / 100 ml - SPR",LANVIN,9,"Fragrance Depot; Perfume Center; Montroyal; PWW; Nandansons; ECScott; Classic; Gift Express; NYB",17.5,22.36
8032529110146,"Salvatore Ferragamo Subtil Pour Homme EDT for Men | 3.4 oz / 100 ml",Salvatore Ferragamo,9,"United; Luxury; Heritage; Perfume Center; PWW; Perfume Price; Nandansons; Gift Express; General",17.75,20.34
88300049493,"Calvin Klein Truth EDP for Women | 3.4 oz / 100 ml",N/A,9,"Nandansons; United; Mod; BS; French; PWW; Paris; POTW; Gift Express",18,20.66
3386460097345,"JIMMY CHOO Fevere EDP (40ml)",Dolce & Gabbana,9,"OniEssence; TJS; Cosmo; NYB; MTZ; Haz; Gift Express; BS; Classic",18.5,20.13
6294015149371,"ARMAF [M] ODYSSEY MANDARIN SKY 3.4 Oz EAU DE PARFUM SPR [BLUE-ORANGE]",AMIRO,9,"Nandansons; United; Aairie; PWW; Perfume Center; Perfume Price; MTZ; Fragsense; Perfumora",18.5,21.93
3386460078597,"Rochas Tocade EDT for Women | 3.4 oz / 100 ml",Rochas,9,"Aairie; Cosmo; Perfume Center; Perfume Price; Nandansons; BS; Classic; French; POTW",19.5,20.77
3616301623298,"Hugo Boss Boss Selection Eau De Toilette for Men | 3.3 oz / 100 ml - Spray",Hugo Boss,9,"Nandansons; United; Heritage; NYB; MTZ; Perfume Center; Perfume Price; PWW; General",20,21.90
3616301838227,"BB MR BURBERRY EDP 50ML",N/A,9,"Nandansons; MTZ; Perfume Center; Cosmo; Acme; ET; Premier; Fragsense; Paris",20,23.56
3595471024787,"MERCEDES BENZ [M] INTENSE 4.0 Oz EDT SPR [CYLINDER BOTTLE]",N/A,9,"Perfume Price; TJS; Heritage; Sanya; Aairie; MTZ; Montroyal; Classic; French",21,24.71
3386460064149,"JIMMY CHOO Man EDT TST (100ml)",JIL SANDER,9,"TJS; Nandansons; NYB; Heritage; Premier; Montroyal; Sanya; Perfume Price; Gift Express",21,23.96
3386460078313,"Coach Eau De Parfum 50ml",N/A,9,"TJS; Nandansons; Heritage; Fragrance Depot; Cosmo; PWW; Premier; Gift Express; Fragsense",21,24.02
8052464891412,"Salvatore Ferragamo Acqua Essenziale Eau de Toilette 100ml",N/A,9,"TJS; PWW; Luxury; Aairie; Perfume Price; Classic; Fragsense; General; Paris",21,25.47
737052972268,"HUGO BOSS THE SCENT EDT 50ML",N/A,9,"TJS; Heritage; MTZ; Distributor; Cosmo; Haz; Perfume Price; Classic; Paris",21,23.83
3386460149280,"LACOSTE BOOSTER ( M ) EDT SP 4.2 OZ",N/A,9,"NYB; Cosmo; Montroyal; Nandansons; Perfume Price; Acme; Premier; General; Paris",21,23.42
855560005060,"Sean John Unforgivable 3 Pc. Gift Set ( 1 x EDT Spray 4.2 oz + 1 x Unforgivable Aftershave Balm 3.4 oz + 1 x Sean John Shower Gel 3.4 oz )",Sean John,9,"Perfume Price; Aairie; Montroyal; Perfume Center; PWW; French; POTW; General; Paris",21.5,25.52
3386460032742,"MONT BLANC LEGEND 3.3 EDT M TST  (102871)",N/A,9,"TJS; Cosmo; MTZ; Montroyal; Nandansons; Premier; Gift Express; Heritage; Network",21.5,22.56
3616304940804,"Marc Jacobs HONEY EDP 3.4oz",N/A,9,"Perfume Price; TJS; Perfume Center; Haz; Nandansons; Premier; Classic; PWW; Aairie",22,24.89
3386460149266,"LACOSTE L.12.12 ROSE EAU INTENSE 3.3 EAU DE TOILETTE SPRAY FOR WOMEN",N/A,9,"Nandansons; United; NYB; Sanya; MTZ; Premier; Classic; French; Perfume Price",22,25.67
3614226905284,"Burberry Weekend EDP for Women | 3.3 oz / 100 ml",Burberry,9,"Luxury; Heritage; Cosmo; PWW; Fragsense; Network; Perfume Price; United; Paris",22,26.86
6290171075288,"AFNAN 9PM REBEL (RED) UNISEX 3.4 OZ EDP SP",N/A,9,"United; Premier; Montroyal; Nandansons; Perfume Center; MTZ; Classic; POTW; Perfume Price",22,24.06
8431754008578,"HALLOWEEN MYSTERY ( M ) EDP SP 4.2 OZ",N/A,9,"PWW; United; Aairie; Perfume Center; Nandansons; Premier; Perfume Price; Paris; MTZ",22.25,24.66
8052464891467,"ACQUA ESSENZIALE BLU - Salvatore Ferragamo - EAU DE TOILETTE SPRAY 3.4 oz / 100 ml",N/A,9,"Perfume Price; TJS; Source; Luxury; Aairie; MTZ; Classic; PWW; General",22.5,25.08
3386460082174,"Jimmy Choo Ice M 3.4 edt spr",N/A,9,"Perfume Price; Source; Perfume Plus; Montroyal; Nandansons; Premier; Classic; POTW; United",23,24.54
8011003993802,"Gianni Versace Versace Bright Crystal EDT for Women | 1 oz / 30 ml - SPR",Gianni Versace,9,"Heritage; Premier; Cosmo; Perfume Distributors; Perfume Price; BS; Classic; Gift Express; Perfume Center",23,24.92
6290362342373,"Khamrah Dukhan by LATTAFA 3.4oz EDP Spray for UNISEX",Lattafa,9,"Nandansons; United; Premier; MTZ; Montroyal; Gift Express; French; Aairie; Perfume Price",23.5,25.06
8011003825769,"VERSACE Dylan Blue Men EDT TST (100ml)",N/A,9,"OniEssence; TJS; Sanya; Cosmo; Montroyal; Nandansons; Perfume Price; Gift Express; Fragsense",24,29.56
6291100132645,"AL HARAMAIN [M] L`AVENTURE 6.76 Oz EDP SPR [LARGE SIZE]",N/A,9,"PWW; Aairie; Perfume Plus; Montroyal; Nandansons; Perfume Center; MTZ; Perfume Price; Premier",24,26.84
8011003826711,"MOSCHINO Fresh Couture Wom EDT (100ml)",N/A,9,"OniEssence; Source; PWW; Premier; Aairie; MTZ; Gift Express; Classic; Paris",24.25,26.60
8011003838066,"Moschino Pink Fresh Couture  Eau De Toilette for Women | 3.4 oz / 100 ml - Spray",MOSCHINO,9,"OniEssence; Perfume Price; PWW; United; Premier; Aairie; MTZ; Gift Express; General",24.5,25.60
3614226904966,"Burberry Brit Sheer EDT for Women | 3.3 oz / 100 ml",Burberry,9,"Source; Luxury; Montroyal; Nandansons; Classic; POTW; United; Network; MTZ",24.5,27.20
3616302931781,"Lacoste Red Style In Play Eau De Toilette for Men | 4.2 oz / 125 ml - Spray - New Packaging",Lacoste,9,"Network; Source; NYB; Perfume Distributors; Haz; Montroyal; Fragsense; Perfumora; General",25,26.10
6290171074243,"AFNAN - 9AM DIVE 3 PCS SET 3.4 EDP + 5.0 S.GEL + 5.0 DEO",N/A,9,"United; Aairie; MTZ; Haz; Nandansons; Premier; Classic; French; POTW",25,26.98
887167095885,"ESTEE SUPER 1.7 EDP L",N/A,9,"PWW; Cosmo; Haz; Nandansons; Perfume Center; Premier; Classic; Perfume Plus; MTZ",25.5,29.78
844061002302,"Perry Ellis 360 Red EDT for Men | 6.7 oz / 200 ml - SPR",Perry Ellis,9,"Source; PWW; Cosmo; Nandansons; Perfume Center; Gift Express; Premier; Classic; Paris",26,27.40
8005610255668,"HUGO BOSS Hugo Boss Bottled Tonic 3.4 oz  EDT Spray (New)",N/A,9,"OniEssence; Source; PWW; Cosmo; Montroyal; Perfume Center; MTZ; Perfume Price; Paris",26.25,31.88
892456000266,"Parlux Fragrances Animale EDP for Women | 6.8 oz / 200 ml - SPR",Parlux Fragrances,9,"PWW; United; Mod; Nandansons; Perfume Center; Perfume Price; Premier; Classic; Paris",26.25,27.36
8057971180882,"Dolce & Gabbana Light Blue EDT for Women | 3.4 oz / 100 ml - Tester",Dolce & Gabbana,9,"OniEssence; NYB; TJS; Aairie; Nandansons; Perfume Center; Acme; ET; Premier",27.25,29.16
3386460067508,"JIMMY CHOO BLU(M) 3.3OZ EDT",N/A,9,"Perfume Price; Source; Aairie; Perfume Plus; Montroyal; Nandansons; Premier; Classic; General",28,29.80
3605532423203,"Lanc�me Tresor Midnight Rose L'Eau De Parfum for Women | 1.7 oz / 50 ml - Spray",Lanc�me,9,"Source; Mod; Perfume Center; MTZ; Perfume Price; Nandansons; Gift Express; Distributor; Fragsense",29,31.71
8057971188673,"D&G THE ONE GOLD INTENSE EDP SP 1.7oz",N/A,9,"OniEssence; Perfume Price; PWW; Aairie; Distributor; Perfume Distributors; Haz; Perfume Center; MTZ",29.3,30.39
812256025467,"R.E.M 3.4 EDP L",N/A,9,"Perfume Price; TJS; United; Source; PWW; Perfume Plus; Nandansons; Premier; Paris",29.5,30.74
3614227728820,"TIFFANY&LOVE FOR HIM(M) 1.7EDT",LANCOME,9,"PWW; Aairie; Cosmo; Haz; Nandansons; MTZ; Perfume Price; Premier; Paris",29.5,32.55
3605972321794,"RALPH LAUREN Polo Red Men EDP (125ml)",N/A,9,"United; NYB; Distributor; Euro; MTZ; Perfume Plus; Fragsense; Perfumora; General",29.75,33.13
850049716475,"M KORS Wonderlust Wom EDP (100ml+SG 100ml+BL 100ml+TS10ml)",N/A,9,"OniEssence; United; PWW; Nandansons; Perfume Center; MTZ; Premier; Fragsense; Paris",30,34.60
3423478806054,"Narciso Rodriguez Bleu Noir EDT for Men | 3.3 oz / 100 ml",Narciso Rodriguez,9,"United; TJS; Cosmo; Montroyal; Nandansons; MTZ; Perfume Plus; Fragsense; Paris",30,33.53
8057971183579,"Dolce & Gabbana Light Blue  Summer Vibes Eau De Toilette for Men | 4.2 oz / 125 ml - Spray",Dolce & Gabbana,9,"United; TJS; NYB; Fragrance Depot; MTZ; Gift Express; Perfume Plus; POTW; Perfume Price",30,34.36
8005610481081,"Gucci Bloom Eau de Parfum 30ml",N/A,9,"Nandansons; PWW; Euro; MTZ; Gift Express; Acme; Premier; Distributor; Perfume Price",30.5,33.18
3614226904973,"Burberry Brit EDP for Women | 3.3 oz / 100 ml - SPR",Burberry,9,"Luxury; Heritage; Cosmo; Haz; Montroyal; Nandansons; Perfume Center; Perfume Price; Premier",31.25,33.33
3605971512575,"RL Ralph Club 3.4 edp spr",N/A,9,"Perfume Price; NYB; Perfume Plus; Distributor; Montroyal; MTZ; Gift Express; Perfumora; POTW",31.75,33.30
3614229828993,"BURBERRY MY BLACK EDP SP 1.7oz",Burberry,9,"Perfume Price; Haz; Nandansons; MTZ; ECScott; Premier; Perfumora; Classic; Paris",32,38.51
3386460149129,"LACOSTE EAU DE LACOSTE BLANC L.12.12 M 3.4 *EDP* SPRAY WHITE",N/A,9,"Perfume Price; United; Source; NYB; Sanya; Perfume Center; Awesome; Acme; Aairie",32,34.63
3386460123501,"COACH DREAMS SUNSET EDP SP 3.0oz",N/A,9,"Luxury; TJS; Cosmo; Montroyal; PWW; Nandansons; Gift Express; ET; Perfume Price",32.5,35.53
8054754404739,"D&G DEVOTION POUR HOMME 1.7 EDP SP",N/A,9,"Perfume Price; NYB; Nandansons; Perfume Center; Premier; Aairie; Classic; Paris; MTZ",33.5,37.71
3423473005353,"D&G DOLCE SHINE (L) 2.5OZ EDP SP",N/A,9,"United; Heritage; Perfume Plus; Perfume Center; MTZ; Perfume Price; French; Fragsense; Classic",34,36.86
8057971180042,"DG DOLCE SHINE EDP 75ML",N/A,9,"OniEssence; Perfume Price; TJS; PWW; Distributor; Aairie; Perfume Center; Perfumora; General",35,37.17
3614272732230,"Valentino Uomo  Eau De Toilette for Men | 1.7 oz / 50 ml - Spray",Valentino,9,"Heritage; Nandansons; Cosmo; Fun2; Perfume Center; Premier; Distributor; Perfume Price; Classic",36.75,39.74
3346138900094,"Hermes Un Jardin Sur Le Nil EDT Unisex | 1.6 oz / 50 ml - SPR",Hermes,9,"OniEssence; Nandansons; Fragrance Depot; Perfume Center; PWW; Premier; Perfume Plus; Distributor; MTZ",37,40.97
3439600048162,"THIERRY MUGLER ANGEL EDT 100ML",N/A,9,"United; Cosmo; Perfume Center; Fun2; ET; POTW; PWW; General; MTZ",37.25,40.67
8057971180318,"Dolce & Gabbana Light Blue EDT for Women | 3.3 oz / 100 ml",Dolce & Gabbana,9,"United; Luxury; TJS; Nandansons; Cosmo; Perfume Center; Premier; Aairie; Fap",38,40.55
3423222107635,"NARCISO RODRIGUEZ Musc Nude Women EDP (100ml)",N/A,9,"OniEssence; Perfume Price; United; NYB; Montroyal; Perfume Center; Aairie; PWW; Haz",38.5,44.05
3605972910240,"POLO 67 4.0OZ EDT MEN",N/A,9,"Perfume Price; United; NYB; Heritage; TJS; Gift Express; PWW; Perfume Center; Classic",38.5,42.14
8011003889433,"MOSCHINO TOY BOY SET 3.4oz EDP-S/GEL-10ML TRAVEL SP (M)",N/A,9,"Perfume Price; United; Sanya; Nandansons; PWW; ET; POTW; Classic; MTZ",38.5,44.33
3386460147378,"Coach New York Green 3PC Men Set (Hard Box)",N/A,9,"Source; Luxury; Nandansons; Premier; Gift Express; Classic; Paris; Haz; POTW",39,43.38
8057971185498,"DG KING 3.4 EDP M + 1.7 S/G+ 1.7 A/S BALM  (118238)",N/A,9,"Perfume Price; Nandansons; PWW; Premier; Aairie; French; POTW; Classic; MTZ",41,44.76
3605972331663,"RL POLO RED(M) 6.8 OZ EDP",N/A,9,"TJS; PWW; Aairie; Perfume Plus; French; Distributor; POTW; Perfume Center; Paris",41.75,47.35
3386460073233,"Jimmy Choo Man EDT for Men | 6.7 oz / 200 ml",Jimmy Choo,9,"Perfume Price; United; NYB; Nandansons; Perfume Plus; Premier; Classic; MTZ; POTW",41.85,43.23
8011003803132,"Gianni Versace Versace Man Eau Fraiche EDT for Men | 6.7 oz / 200 ml - SPR",Gianni Versace,9,"Source; Heritage; Sanya; Perfume Center; PWW; Gift Express; POTW; Nandansons; Paris",42,47.47
8011003818112,"Gianni Versace Versace Bright Crystal Absolu EDP for Women | 3 oz / 90 ml - SPR",Gianni Versace,9,"Network; Perfume Price; Heritage; Perfume Plus; Perfume Center; Fap; Classic; Paris; MTZ",43,44.86
8057971181353,"Dolce & Gabbana Light Blue Eau Intense Eau De Parfum for Women | 3.3 oz / 100 ml - Spray",Dolce & Gabbana,9,"OniEssence; United; Luxury; Perfume Price; Perfume Center; PWW; Aairie; Classic; Paris",43,47.76
3274872423008,"GIVENCHY Gentleman Intense Men EDT (100ml)",N/A,9,"Perfume Price; Nandansons; Fragrance Depot; Fun2; PWW; Aairie; Gift Express; MTZ; Perfume Center",43,49.37
3386460118675,"MONT BLANC EXPLORER 6.7 EDP SPR (M)",N/A,9,"Perfume Price; Fragrance Depot; Cosmo; PWW; Gift Express; Perfume Plus; Fap; NYB; Classic",43,50.00
8411061723760,"Carolina Herrera 212 Vip Men EDT for Men | 3.4 oz / 100 ml - SPR",Carolina Herrera,9,"United; Luxury; NYB; Perfume Plus; Cosmo; Perfume Center; Fap; General; Haz",43,47.41
8057971180417,"Dolce & Gabbana EDT for Men | 6.7 oz / 200 ml",Dolce & Gabbana,9,"Perfume Price; Heritage; Sanya; Perfume Plus; PWW; Perfume Center; Nandansons; Paris; Aairie",43.75,48.84
6291100131587,"Al Haramain Amber Oud Gold Edition Eau de Parfum 200ml",N/A,9,"United; Perfume Price; Perfume Plus; PWW; POTW; Nandansons; Perfume Center; Spectrum; MTZ",43.75,46.96
3349668614479,"OLYMPEA  FLORA - Paco Rabanne - EAU DE PARFUM SPRAY 2.7 oz Women",JIMMY CHOO,9,"United; TJS; Nandansons; ET; General; Perfume Center; Haz; MTZ; Aairie",44,48.52
3274872369412,"Givenchy Very Irresistible EDT for Women | 2.5 oz / 75 ml - SPR",Givenchy,9,"Perfume Price; Nandansons; Classic; PWW; Premier; Aairie; Gift Express; Paris; Haz",44.5,49.25
8057971184910,"DG THE ONLY ONE ( W ) EDP SP 3.3 OZ",N/A,9,"Perfume Price; Nandansons; PWW; Acme; Distributor; Perfumora; General; Perfume Center; Aairie",45,51.66
3365440556348,"Yves Saint Laurent Opium EDP for Women | 1.6 oz / 50 ml - SPR - Tester",Yves Saint Laurent,9,"Perfume Price; TJS; Beauty Encounter; Fragrance Depot; PWW; ET; Aairie; Distributor; POTW",45.5,55.77
8057971188291,"D&G DEVOTION INTENSE 3.4OZ EDP WOMEN",N/A,9,"Perfume Price; Luxury; Classic; PWW; Perfume Center; Perfume Plus; Distributor; MTZ; Aairie",46,52.39
6291106811513,"AMBER ROUGE - Orientica  - EAU DE PARFUM SPRAY 2.7 oz / 80 ml",N/A,9,"United; Luxury; Perfume Price; TJS; ET; Gift Express; Perfume Plus; PWW; MTZ",46.5,50.73
3616302968534,"GUCCI FLORA GORGEOUS JASMINE 1.6 EDP W",N/A,9,"Classic; Nandansons; PWW; Awesome; Premier; Perfume Plus; MTZ; Perfume Center; Paris",48,52.28
8435137782970,"Prada Luna Rossa Black Eau De Parfum for Men | 1.7 oz / 50 ml - Spray",Prada,9,"OniEssence; Heritage; Perfume Price; Fragrance Depot; PWW; Euro; Gift Express; MTZ; Perfume Center",48.5,54.20
783320419461,"BULGARI Man Rain Essence Men EDP (100ml)",N/A,9,"OniEssence; Perfume Price; United; Perfume Plus; Perfume Center; Nandansons; PWW; ET; Premier",49,55.95
8057971180325,"Dolce & Gabbana Light Blue EDT for Women | 6.7 oz / 200 ml",Dolce & Gabbana,9,"United; Heritage; Sanya; Perfume Center; PWW; Nandansons; ET; Premier; Paris",49,53.81
8054754400533,"D&G DEVOTION EDP 3.4oz+TS+MINI",N/A,9,"Classic; Perfume Center; Fun2; Nandansons; PWW; Premier; MTZ; Paris; Haz",49,54.39
3614272761452,"VALENTINO Born In Roma Uomo Men EDT (50ml)",HUGO BOSS,9,"Perfume Price; Fragrance Depot; Gift Express; MTZ; ET; Perfume Plus; NYB; Classic; Perfume Center",50,56.95
3351500009848,"AZZARO WANTED NIGHT 3.4OZ EDP MEN",Coach,9,"Perfume Price; Luxury; Heritage; Nandansons; Perfume Plus; Perfume Center; PWW; General; Haz",50.5,61.26
3607342221208,"Marc Jacobs Daisy Eau So Fresh EDT for Women | 4.25 oz / 125 ml",Marc Jacobs,9,"Perfume Price; TJS; Perfume Plus; Classic; Perfume Center; PWW; Nandansons; ECScott; Aairie",50.75,57.04
3605521816580,"Giorgio Armani Armani Si EDP for Women | 1.7 oz / 50 ml",Giorgio Armani,9,"Perfume Price; NYB; TJS; Perfume Plus; Classic; Gift Express; Distributor; Fap; Perfume Center",51,56.06
3616305820846,"GUCCI GUILTY BLACK ESSENCE 3.0 M",N/A,9,"Perfume Price; United; NYB; Luxury; Fragrance Depot; Classic; Mod; Nandansons; MTZ",52,55.63
3616305181473,"SET MARC JACOBS PERFECT W 3.3 EDP SP + 2.5 BODY LOTION (TRAVEL SET)  ",N/A,9,"Perfume Price; United; NYB; Nandansons; Classic; Premier; POTW; Yossi; PWW",52,56.73
3349668508587,"Paco Rabanne Lady Million EDP for Women | 2.7 oz / 80 ml",Paco Rabanne,9,"Perfume Price; United; Perfume Plus; Perfume Center; Nandansons; Acme; General; NYB; MTZ",53,56.04
3349668628681,"PACO RABANNE INVICTUS M 2PCSET 3.4 EDT SPRAY / 20ML EDT SPRAY *PICTURE BOX* ",N/A,9,"United; Montroyal; TJS; Nandansons; ET; Premier; Perfume Plus; POTW; Classic",53,60.03
3346138900087,"Hermes Un Jardin Sur Le Nil EDT Unisex | 3.3 oz / 100 ml - SPR",Hermes,9,"Fragrance Depot; Perfume Plus; Perfume Center; PWW; French; POTW; General; Perfume Price; Mod",53,60.38
3614270754074,"LANCOME La Nuit Tresor Wom EDP (100ml)",Gucci,9,"Montroyal; Perfume Price; Perfume Plus; PWW; Aairie; General; Mod; Perfume Center; Paris",54,66.00
3346470143173,"SAMSARA by GUERLAIN 2.5 EDT SPR (W)",DIOR,9,"Perfume Price; Montroyal; Beauty Encounter; Nandansons; Fragrance Depot; Classic; PWW; Gift Express; Premier",54.5,63.61
3614229829044,"MY BURBERRY BLUSH (L) 3.0 OZ EDP SPRAY",Gucci,9,"United; Luxury; TJS; Beauty Encounter; Nandansons; ECScott; ET; Perfume Price; Classic",54.75,63.22
3614272050341,"YVES SAINT LAURENT EDP 60ML",N/A,9,"Perfume Price; Montroyal; Fragrance Depot; PWW; Gift Express; Distributor; Nandansons; NYB; Classic",55,62.27
3274872439078,"GIVENCHY Gentleman Reserve Privee For Men 3.3 oz Edp Spray",N/A,9,"Perfume Price; Montroyal; Fragrance Depot; Classic; PWW; ET; Aairie; Perfume Center; Paris",57,64.12
3349668582297,"Paco Rabanne Phantom Eau De Toilette for Men | 3.4 oz / 100 ml - Spray",Paco Rabanne,9,"Perfume Price; United; Heritage; Montroyal; Perfume Plus; Classic; Gift Express; Distributor; Perfumora",58,60.60
3614274158113,"VIKTOR & ROLF SPICEBOMB DARK LEATHER 3.0OZ EDP MEN",N/A,9,"MTZ; TJS; Fragrance Depot; Classic; Perfume Center; Awesome; Euro; Perfume Plus; Premier",58.5,64.45
3346470132245,"GUERLAIN OUD ESSENTIAL 4.2 EDP U",N/A,9,"Perfume Price; Montroyal; Beauty Encounter; PWW; Awesome; ET; POTW; Fap; Perfume Center",59,79.08
3614273478298,"Prada Amber EDT for Men | 3.4 oz / 100 ml",Prada,9,"Perfume Price; TJS; Nandansons; Perfume Plus; Classic; ET; Premier; General; NYB",59,63.10
3614273768832,"Prada Luna Rossa Ocean Eau De Parfum for Men | 3.3 oz / 100 ml - Spray",Prada,9,"Montroyal; Beauty Encounter; Fragrance Depot; Fun2; PWW; Euro; Perfume Center; Perfume Plus; Premier",59.5,67.11
3274872469013,"Givenchy Irresistible Very Floral 2.7 EDP Sp Women",N/A,9,"Perfume Price; MTZ; Luxury; Beauty Encounter; Fragrance Depot; Classic; Perfume Center; Fun2; ECScott",60,67.72
3614227728547,"TIFFANY&LOVE FOR HER(L) 3.0EDP",N/A,9,"Montroyal; Beauty Encounter; Nandansons; Perfume Center; PWW; Premier; Perfume Plus; MTZ; Classic",60,66.23
3614273953849,"ACQUA DI GIO PROFONDO REFILLABLE M EDP 100ML",N/A,9,"Network; NYB; Perfume Price; Fragrance Depot; Perfume Center; PWW; MTZ; ET; POTW",61,75.29
3605521879721,"Viktor & Rolf Bon Bon EDP for Women | 3.04 oz / 90 ml - SPR",Viktor & Rolf,9,"MTZ; Montroyal; TJS; Nandansons; Perfume Plus; PWW; Perfume Center; Classic; Haz",61,68.27
8411061991886,"Carolina Herrera Bad Boy Le Parfum Eau De Parfum for Men | 3.4 oz / 100 ml - Spray",Carolina Herrera,9,"Perfume Price; Luxury; Montroyal; Perfume Plus; Classic; MTZ; General; NYB; Haz",62,67.03
3346470143210,"GUERLAIN CHAMPS-ELYS�ES EDP 75ML ",N/A,9,"Perfume Price; Beauty Encounter; Nandansons; Classic; ET; Premier; Distributor; Yossi; General",62,67.28
3614273336383,"GIORGIO ARMANI EMPORIO ARMANI STRONGER WITH YOU ABSOLUTELY (M) PARFUM 100ML",N/A,9,"Perfume Price; MTZ; NYB; TJS; Nandansons; Classic; Gift Express; Perfume Plus; POTW",63,67.28
3614274104370,"Lancome-La Vie Est Belle Rose Extraordinaire 3.4 oz EDP spy",N/A,9,"MTZ; Montroyal; Fragrance Depot; Classic; Perfume Center; PWW; Perfume Plus; Perfume Price; United",64,68.74
3349668630035,"PACO RABANNE PHANTOM INTENSE EDP SP 100 ML REFILLABLE",N/A,9,"Perfume Price; MTZ; United; Montroyal; Classic; Awesome; Gift Express; Perfume Plus; Haz",65.5,68.01
3349668630349,"PACO ONE MILLION GOLD INTENSE 3.4 EDP SPR (M)",N/A,9,"Perfume Price; MTZ; United; Montroyal; Classic; Premier; Aairie; Perfume Plus; Haz",67.75,71.84
783320420610,"Bvlgari Omnia Amethyste Edt Spray 100 ml",N/A,9,"Perfume Price; Luxury; Fragrance Depot; Classic; ET; Aairie; Perfume Plus; General; PWW",68,77.62
