UPC,Item Name,Brand,Vendors,Vendor List,Min Price,Avg Price
3701436907952,"Roger & Gallet Rose Fragrant Wellbeing Water 100ml",N/A,4,"TJS; Aairie; PWW; Perfume Price",14,14.65
3701436907938,"Roger & Gallet Fleur De Figuier Fragrant Wellbeing Water 100ml",N/A,4,"TJS; Aairie; PWW; Perfume Price",14,14.92
3701436907969,"Roger & Gallet Gingembre Rouge Wellbeing Fragrant Water  100ml",N/A,4,"TJS; Aairie; PWW; Perfume Price",14,15.15
3701436907976,"Roger & Gallet Fleur D'osmanthus Fragrant Wellbeing Water 100ml",N/A,4,"TJS; Aairie; PWW; Perfume Price",14,15.50
3701436912376,"Roger & Gallet Jean-Marie Farina Eau de Cologne 100ml",N/A,4,"TJS; Aairie; PWW; Perfume Price",14,16.36
7640496670030,"TOMMY GIRL(W)(T)EDT SP 3.4oz(CAP,BOX)(LI FREE)                                                       ",N/A,4,"Aairie; Montroyal; Fragsense; MTZ",14,14.83
85715321411,"GIRL BELLE 3.4 EDT L",N/A,4,"Source; Nandansons; Montroyal; General",14,14.50
608940584576,"JESSICA SIMPSON W COFFRET SET EDP/S 0.5 4PC",N/A,4,"Nandansons; Perfume Price; Gift Express; BS",14,15.00
3386460130127,"Lanvin Jeanne Blossom Eau de Toilette 100ml",N/A,4,"Cosmo; Perfume Center; PWW; MTZ",14,15.37
3386460126632,"COACH OPEN ROAD EDT 60ML",N/A,4,"Nandansons; Cosmo; MTZ; Fragsense",14,15.96
8436550503265,"Tous Bonjour Se�orita 3 oz edt spray",TIMELESS,4,"Premier; MTZ; Perfume Price; United",14,15.25
3351500020317,"AZZARO CHROME UNITED EDT SP 3.4oz",N/A,4,"Luxury; PWW; BS; Fragsense",14,21.71
3137370072744,"Nina Ricci L'air Du Temps Eau De Toilette for Women | 1 oz / 30 ml - Spray",Nina Ricci,4,"Cosmo; Perfume Center; PWW; Nandansons",14,15.17
6085010094816,"Armaf Blue Homme (M) EDT 3.4 Oz",N/A,4,"MTZ; French; Aairie; United",14,14.11
3386460082198,"Jimmy Choo Man Ice Eau de Toilette 30ml",N/A,4,"MTZ; Classic; Paris; Perfume Price",14,16.00
6290360592893,"LATTAFA PRIDE LA AFRICAN DRUMMER 100ML EDP SPRAY",N/A,4,"MTZ; French; United; Fragsense",14,16.71
719346022712,"Elizabeth Taylor White Diamonds EDT for Women | 1.7 oz / 50 ml",Elizabeth Taylor,4,"Cosmo; PWW; BS; Paris",14,15.54
3607341792068,"GUESS (W) EDP SP 2.5oz",N/A,4,"PWW; BS; Network; Gift Express",14,15.24
6290171072614,"AFNAN RARE PASSION L 3.4 EDP SPRAY",N/A,4,"MTZ; ET; United; POTW",14.25,14.80
3386460101837,"KL-Bois de Yuzu (M) 3.4 oz edt spray",N/A,4,"Sanya; Cosmo; Perfume Price; BS",14.4,15.91
3137370357346,"NINA RICCI NINA FLEUR(W)EDT SP 1.0oz(LI FREE)                                                        ",Chanel,4,"Cosmo; MTZ; Perfume Center; PWW",14.4,15.56
85715167583,"ABERCROMBIE FIRST INSTINCT TOGETHER 3.4 EDP L (116804)",N/A,4,"TJS; MTZ; BS; PWW",14.5,16.60
3700134411723,"UNPREDICTABLE SPORT EXTREME (M) EDP SP 3.4oz",N/A,4,"Aairie; Montroyal; BS; Paris",14.5,14.55
6290360372730,"FRAGRANCE WORLD SPECTRE FOR MEN 2.7 OZ EDP SP",N/A,4,"Aairie; MTZ; United; Perfumora",14.5,15.88
3454960024021,"Lalique White EDT for Men | 4.2 oz / 125 ml",Lalique,4,"MTZ; Montroyal; PWW; BS",14.5,17.46
7640496670122,"TOMMY GIRL(W)EDT SP 1.7oz(LI FREE)                                                                   ",N/A,4,"Heritage; Perfume Center; PWW; ET",14.5,16.02
812256023944,"Nicki Minaj Pink Friday W 3.4 edp spr",Bebe,4,"MTZ; PWW; Gift Express; Network",14.5,16.57
8011003864065,"MOSCHINO TOY BUBBLE GUM by MOSCHINO 1.0 EDT SPR (W)",Kristin Ess,4,"Cosmo; Gift Express; Perfume Price; Classic",14.55,17.34
6291108738184,"LATTAFA PRIDE THARWAH SILVER 100ML EDP SPRAY",N/A,4,"MTZ; Perfume Price; United; Fragsense",14.65,16.70
8011003839285,"Moschino Toy 2   Eau De Parfum 30ml",N/A,4,"Cosmo; MTZ; Fragsense; PWW",14.7,19.61
850050062660,"BHARARA MAST PERFUME ABSOLU ( M ) ED Parfum SP 3.4 OZ",N/A,4,"Aairie; Perfume Price; Paris; United",14.75,15.42
3386460132787,"MONT BLANC SIGNATURE ABSOLUE(W)EDP SP 1.0oz(LI FREE)                                                 ",Dolce & Gabbana,4,"Cosmo; MTZ; Perfume Center; PWW",14.75,15.97
737052238081,"BOSS Orange Women 1.7 oz ",N/A,4,"NYB; Haz; PWW; BS",14.75,16.13
3386460124485,"HAMBURG ALSTER - Karl Lagerfeld - EAU DE TOILETTE SPRAY 3.3 oz Men",N/A,4,"TJS; Cosmo; BS; General",14.8,15.83
608940577523,"PARIS HILTON ELECTRIFY W EDP/S 3.4",N/A,4,"Aairie; Perfume Price; BS; United",14.95,16.15
6291108738016,"LATTAFA PRIDE SHAHEEN GOLD 3.4 EDP U  (125396)",N/A,4,"MTZ; PWW; Fragrance Depot; Gift Express",14.95,20.33
88300196937,"CALVIN KLEIN In 2 U Men EDT (150ml)",N/A,4,"OniEssence; MTZ; Perfume Center; General",15,16.10
614514339046,"RASASI [W] RAA SOTOOR 3.33 Oz EAU DE PARFUM SPR",PERRIS MONTE CARLO,4,"Aairie; United; MTZ; French",15,16.40
3614274185287,"YSL [W] BLACK OPIUM 0.33 Oz EAU DE PARFUM GLITTER SPR [MINI]",N/A,4,"Nandansons; Gift Express; Perfume Price; Aairie",15,16.56
6290360371436,"FRAGRANCE WORLD JACK OF CLUBS 2.7 EAU DE PARFUM SPRAY",N/A,4,"Nandansons; Gift Express; United; MTZ",15,15.85
3614273636469,"Giorgio Armani Code Eau de Toilette 15ml",N/A,4,"Nandansons; NYB; Cosmo; Classic",15,15.79
3616303549992,"ESCADA SHOW ME LOVE 3.4 EDP SP.",Roger & Gallet,4,"Luxury; MTZ; French; General",15,20.25
85805260569,"SET WHITE TEA (L) 3.3 EDP SP + 3.3 BODY CREAM",0,4,"Nandansons; Perfume Center; BS; Classic",15,15.80
3616303467388,"Davidoff Cool Water Oceanic Edition For Woman Eau de Toilette 100ml",N/A,4,"TJS; NYB; Haz; BS",15,15.44
737052351001,"Hugo Boss Boss 6 EDT for Men | 1 oz / 30 ml",Hugo Boss,4,"NYB; MTZ; Gift Express; Perfume Price",15,18.47
6291108738078,"LATTAFA WINNERS TROPHY GOLD 3.4 EDP SPR (M)",N/A,4,"MTZ; Gift Express; French; United",15,16.28
6294015105162,"ARMAF NICHE SAPHIRE (M) EDP SP 3oz",N/A,4,"MTZ; Fragrance Depot; BS; French",15,19.80
6291108735275,"MAISON ALHAMBRA AMBERLEY AMOROSO 3.4 EDP U  (124357)0",N/A,4,"MTZ; Perfume Center; PWW; Fragsense",15,18.79
6291106813838,"AL HARAMAIN DETOUR NOIR INTENSE(U)EDP SP 3.33oz(LI FREE)                                             ",N/A,4,"Perfume Center; Montroyal; PWW; United",15,15.41
3595471092014,"MERCEDES BENZ THE MOVE 3.4 EDT SPR TESTER (M)",N/A,4,"Montroyal; Perfume Price; Classic; MTZ",15.25,17.70
6290360592718,"Artisan Ethnique EDP",N/A,4,"MTZ; Perfume Price; Gift Express; Fragsense",15.5,17.14
6291108738108,"Lattafa Pride Afaq 3.4 EDP Sp Unisex",N/A,4,"MTZ; ET; French; Fragsense",15.5,18.19
6291108738696,"LATTAFA AL ARREQ GOLD 3.4 EDP U  (126993)",N/A,4,"MTZ; French; United; Fragsense",15.5,16.56
3607347462583,"Zino Davidoff Cool Water Sea Rose EDT for Women | 3.4 oz / 100 ml - SPR",Zino Davidoff,4,"Perfume Center; PWW; Perfume Price; Gift Express",15.75,17.38
719346295550,"GIORGIO (W) EDT SP 3.0+1.6 BODY LOTION",N/A,4,"Perfume Price; BS; Paris; POTW",15.75,16.28
6294015108958,"ARMAF MAGNIFICENT (W) EDP SP 3.4oz",N/A,4,"Aairie; Montroyal; BS; French",16,17.22
6290171070597,"AFNAN TURATHI RED L 3.0 EDP SPRAY",N/A,4,"United; MTZ; French; POTW",16,19.44
719346295666,"PS COLOGNE SP 4.0+4.0A/S",N/A,4,"Mod; BS; Classic; Paris",16,16.92
603531788036,"TOMMY BAHAMA JOURNEY M EDC/S 4.2",N/A,4,"Mod; Perfume Center; PWW; Paris",16,17.12
3616302931637,"Lacoste Live Eau De Toilette 75ml",N/A,4,"Heritage; MTZ; Perfume Center; PWW",16,20.33
6290360592305,"LATTAFA PRIDE LEEN 3.4 EDP U (125624)0",N/A,4,"MTZ; Gift Express; French; Fragsense",16,20.71
3386460149396,"LACOSTE L'HOMME TESTER 3.3 EAU DE TOILETTE SPRAY.",LACOSTE,4,"Cosmo; NYB; Perfume Center; MTZ",16,16.44
3760269849327,"LOLITA LEMPICKA EDP SP 1.0oz",N/A,4,"Perfume Center; PWW; BS; MTZ",16,18.91
6294015104240,"ARMAF CRAZE BLEU (M) EDP SP 3.4oz",Youngblood,4,"Montroyal; Fragrance Depot; PWW; French",16,17.19
6294015138306,"ARMAF (M) MAGNIFICIENT BLUE 3.4oz",N/A,4,"Montroyal; PWW; BS; French",16,18.38
6290360592749,"Brioche Vanille  by Lattafa Pride 3.4oz EDP Spray for UNISEX",Lattafa,4,"Perfume Price; Gift Express; Fragsense; MTZ",16,18.50
719346593953,"Juicy Couture Viva La Juicy La Fleur Eau De Toilette for Women | 2.5 oz / 75 ml - Spray",Juicy Couture,4,"Nandansons; Perfume Center; Cosmo; PWW",16.25,16.89
3614229656145,"CALVIN KLEIN "CK EVERYONE" 3.3 OZ EDT SPR [M]",N/A,4,"Cosmo; Perfume Center; PWW; Gift Express",16.25,18.61
844061013919,"PERRY ELLIS VERY PURPLE L 3.4OZ EDP SPRAY - NEW",N/A,4,"United; Perfume Center; PWW; Perfume Price",16.4,17.20
3616304076978,"Hugo Boss Just Different 2.5oz Spy ",N/A,4,"Cosmo; NYB; Fun2; Nandansons",16.45,16.86
3386460127974,"MB LEGEND RED EDP 50ML	",N/A,4,"TJS; Fragrance Depot; PWW; Classic",16.5,19.64
85805260620,"5TH AVENUE 2 PCS SET FOR WOMEN: 4.2 EAU DE PARFUM SPRAY + 3.3 BODY LOTION",N/A,4,"Aairie; BS; ET; Classic",16.5,17.86
22548366462,"M KORS Wonderlust Wom EDP (30ml)",N/A,4,"PWW; Classic; Gift Express; French",16.5,22.31
737052041490,"BOSS FEMME Tester ( W ) EDP SP 2.5 OZ ( no cap ) - Special",N/A,4,"Cosmo; French; Network; Paris",16.5,20.10
85715326607,"GUESS UOMO 3.4 EDT M",N/A,4,"United; Perfume Center; PWW; General",16.5,17.89
3605520385568,"Diesel Fuel For Life EDP for Women | 1.7 oz / 50 ml - SPR",Diesel,4,"Mod; Cosmo; MTZ; ET",16.5,18.06
3386460066297,"Jimmy Choo Blossom Eau de Parfum 40ml",N/A,4,"Heritage; MTZ; ET; NYB",16.5,17.64
719346296830,"ALFRED SUNG 3 PCS SET FOR WOMEN: 3.4 EAU DE TOILETTE SPRAY + 2.5 BODY LOTION + 2.5 SHOWER GEL..",ALFRED SUNG ,4,"PWW; Perfume Price; Classic; Nandansons",16.5,19.13
3386460132770,"MONT BLANC SIGNATURE ABSOLUE(W)EDP SP 1.7oz(LI FREE)                                                 ",N/A,4,"Cosmo; MTZ; Perfume Center; PWW",16.75,20.46
85715950055,"DKNY "100% BE DELICIOUS" EDP SPR 3.4 L (Clean)",N/A,4,"United; Perfume Center; Nandansons; PWW",16.9,18.70
737052662794,"LACOSTE Eau Noir-Intense Men EDT TST (100ml)",N/A,4,"OniEssence; TJS; Sanya; MTZ",17,19.18
3423470311419,"Issey Miyake L'Eau De Issey Aftershave for Men | 3.3 oz / 100 ml",Issey Miyake,4,"TJS; Cosmo; MTZ; Classic",17,22.75
3605972230645,"Ralph Lauren Polo Deep Blue Parfum 40ml",N/A,4,"Nandansons; Premier; Cosmo; PWW",17,18.56
812256028499,"ARIANA GRANDE GOD IS A WOMAN 1.0 OZ EDP",N/A,4,"Perfume Price; ET; Classic; Paris",17,18.50
6294022301106,"ANFAR PISTACHIO KUNAFA DUBAI CHOCOLATE 2.7 EDP SPR (M)",N/A,4,"Perfume Center; Perfume Price; Classic; United",17,18.67
844061012417,"Perry Ellis Pure Blue by Perry Ellis for Men - 3.4 oz EDT Spray",N/A,4,"United; Perfume Center; PWW; Perfume Price",17.15,18.00
874034011864,"Clean Classic Flower Fresh Eau de Parfum 60ml",N/A,4,"TJS; Nandansons; PWW; BS",17.25,20.06
7640163970029,"Bentley Infinite Intense Eau de Parfum 100ml",XERJOFF,4,"United; BS; PWW; MTZ",17.25,19.19
85715327970,"GUESS MAN - GIFT SET  EAU DE TOILETTE SPRAY  2.5 oz + S/G 6.7 + DEODORIZING BODY SPRAY 6 oz",N/A,4,"TJS; Source; Luxury; Classic",17.5,19.50
3614223164462,"CK ALL 6.7 oz ",N/A,4,"Source; Cosmo; BS; Paris",17.5,19.31
608940584354,"VINCE CAMUTO BELLA NOTTE 3.4 EDP W",N/A,4,"Nandansons; Classic; French; General",17.5,20.69
3386460149402,"Tester Lacoste Red 4.1 EDT Sp Men",N/A,4,"Cosmo; NYB; Perfume Price; French",17.5,19.93
3386460048149,"JIMMY CHOO FLASH(W)(T)EDP SP 3.4oz(NO CAP,BOX)                                                       ",N/A,4,"Cosmo; NYB; Perfume Center; Perfume Price",17.5,18.37
6294015168112,"ARMAF MISS ATTITUDE EDP SP 3.4oz",N/A,4,"MTZ; Montroyal; PWW; BS",17.5,21.89
6291108738306,"LATAFFA PRIDE MAHARJAN SIVER 3.4 EDP U  (126990)",N/A,4,"MTZ; PWW; Perfume Price; Fragsense",17.5,19.06
604079032643,"Philosophy Amazing Grace EDT for Women | 2 oz / 60 ml",Philosophy,4,"Nandansons; Acme; Premier; NYB",17.5,22.10
8436550507034,"TOUS [M] THE ORIGIN 1920 3.4 Oz EDT SPR [BLUE]",BOND NO 9 ,4,"Aairie; Cosmo; MTZ; PWW",17.75,18.74
614514253045,"RASASI [M] JUNOON VELVET 1.67 Oz EAU DE PARFUM SPR [BROWN BOX]",N/A,4,"Aairie; Perfume Center; PWW; Fragsense",17.75,18.65
85715169624,"ABERCROMBIE AUTHENTIC MOMENT 3.4 EDP L  (122341)",N/A,4,"OniEssence; MTZ; Perfume Center; ET",18,19.43
85715329356,"GUESS MAN EDT SP 2.5oz+6.7ozS/G +6ozB/SP",N/A,4,"ABDiversified; Nandansons; PWW; BS",18,19.68
8011003993840,"Versace Bright Crystal Bath & Shower Gel 200 ml",Carolina Herrera,4,"Nandansons; Cosmo; NYB; Gift Express",18,19.39
3616303445119,"ROBERTO CAVALLI (L) PARFUM 100 ml NEW PACK",N/A,4,"MTZ; Montroyal; Gift Express; Classic",18,24.22
855560005442,"Usher Ur EDP for Women | 3.4 oz / 100 ml - SPR",Usher,4,"Heritage; BS; Gift Express; Paris",18,21.00
6290360592046,"LATTAFA PRIDE LA COLLECTION - 1886 (CAR) 100ML EDP SPRAY",N/A,4,"MTZ; French; Fragsense; Perfumora",18,21.57
6290360590110,"LATTAFA PRIDE LAHDATH 80ML EDP SPRAY",N/A,4,"MTZ; Gift Express; French; Fragsense",18,19.86
607193002004,"LTL Fragrances The Baron Cologne for Men | 4.5 oz / 130 ml - SPR",LTL Fragrances,4,"Perfume Center; PWW; Nandansons; Perfume Price",18,18.99
844061014404,"PERRY ELLIS 1OZ M 3PC TRIO SET",N/A,4,"Perfume Price; Perfume Center; Classic; PWW",18,19.99
855560005435,"Usher Ur EDT for Men | 3.4 oz / 100 ml",Usher,4,"BS; Classic; Gift Express; General",18,19.75
844061013643,"PE 360 COLLECTION L 3PC CAN SE",N/A,4,"United; Perfume Center; BS; PWW",18.25,19.17
85715336606,"GUESS UOMO ACQUA(M)EDT SP 3.4oz(LI FREE)                                                             ",N/A,4,"United; Perfume Center; PWW; Perfume Price",18.25,19.36
844061013674,"360 COLLECTION NOIR MEN EDT SP 3.4oz+3oz S/G+.25oz MINI SP",N/A,4,"United; Perfume Center; PWW; BS",18.25,19.40
4011700902033,"Hugo Boss Baldessarini EDC for Men | 2.5 oz / 75 ml - SPR",Hugo Boss,4,"TJS; MTZ; Distributor; Perfume Distributors",18.5,21.31
7640111497547,"BENTLEY PH INTENSE EDP NS 100ML",N/A,4,"TJS; United; PWW; Perfume Center",18.5,20.48
6290360592107,"LATTAFA PRIDE EMARATI KHALID 3.4 EDP  (125406)0",N/A,4,"United; MTZ; French; Fragsense",18.5,27.78
6290360592084,"LATTAFA PRIDE EMARATI TOLEEN 3.4 EDP  (125405)0",N/A,4,"United; MTZ; French; Fragsense",18.5,27.89
812256021780,"SWEET LIKE CANDY - Ariana Grande - EAU DE PARFUM SPRAY  3.4  oz / 100 ml Tester",N/A,4,"Aairie; TJS; Nandansons; Network",18.5,18.90
8431754342184,"Jesus del Pozo Halloween Freesia EDT for Women | 3.4 oz / 100 ml",Jesus del Pozo,4,"Nandansons; Perfume Center; PWW; Perfume Price",18.5,19.21
3386460073899,"JIMMY CHOO L'EAU WOMEN 3.4 OZ TESTER",Dolce & Gabbana,4,"MTZ; Montroyal; Classic; Gift Express",18.5,19.80
3386460066280,"Jimmy Choo Blossom Eau de Parfum 60ml",N/A,4,"Cosmo; MTZ; Perfume Price; Classic",18.5,20.38
3616301799627,"LACOSTE EAU DE LACOSTE L.12.12 ROSE EAU FRAICHE L 3.4 EDT SPRAY TESTER ",N/A,4,"Aairie; MTZ; Perfume Price; POTW",18.5,19.92
6290171071525,"Afnan Patchouli On Fire Eau De Parfum 100ml",N/A,4,"MTZ; Fragrance Depot; Montroyal; POTW",18.5,22.64
3616301623380,"Hugo Boss Green Extreme Men 2.5 EDP Spray ",N/A,4,"PWW; BS; General; Nandansons",18.5,21.92
85715166012,"A&F AUTHENTIC (M) EDT SP 3.4oz",N/A,4,"OniEssence; United; MTZ; PWW",18.75,21.34
6290360593005,"LATTAFA NICHE EMARATI VINTAGE CASTLE 100ML EDP SPRAY",N/A,4,"United; MTZ; French; Fragsense",18.75,28.09
3616304203626,"Escada Chiffon Sorbet Eau de Toilette 100ml Spray",N/A,4,"Nandansons; BS; French; MTZ",18.75,22.55
3274872404113,"KENZO FLOWER EDP 30ML",N/A,4,"NYB; Cosmo; MTZ; Nandansons",18.75,20.25
3614227748606,"Burberry Touch EDP for Women | 1.7 oz / 50 ml",Burberry,4,"Cosmo; Haz; Perfume Price; Network",19,20.45
3616302931811,"LACOSTE RED 4.2 EDT SPR TESTER (MEN)",N/A,4,"Mod; Premier; Classic; Fragsense",19,20.90
8011003839407,"MOSCHINO FRESH COUTURE PINK 3.4oz EDT SP TS (L) NO CAP",Oribe,4,"Premier; Cosmo; ET; Gift Express",19,19.52
3614272320833,"DIESEL ONLY THE BRAVE STREET M EDT/S 4.2",N/A,4,"Luxury; Premier; French; PWW",19,27.88
8011003845118,"MOSCHINO TOY BOY 1.0 EDP SPR (M)",N/A,4,"Cosmo; MTZ; PWW; Fragsense",19,21.38
8436550509540,"TOUS YOUR POWERS 3.0 EDT L  (119824)",N/A,4,"Perfume Center; PWW; General; MTZ",19,20.75
719346258739,"FANTASY/BRITNEY SPEARS SET (W) 
EDP SPRAY 3.3 OZ
EDP SPRAY 1.0 OZ",N/A,4,"Haz; Nandansons; Perfume Price; French",19,19.69
85715167019,"ABERCROMBIE First Instinct Blu Men EDT (100ml)",N/A,4,"OniEssence; PWW; MTZ; United",19.25,22.90
844061013667,"PE 360 COLLECTION ROSE L 3PC C",N/A,4,"United; Perfume Center; BS; PWW",19.25,20.57
3386460123525,"COACH DREAMS SUNSET/COACH EDP SPRAY 1.3 OZ (40 ML) (W)",Dolce & Gabbana,4,"Cosmo; PWW; MTZ; Classic",19.5,22.14
85715163103,"Abercrombie & Fitch First Instinct Man Eau de Toilette 100ml",Gucci,4,"United; MTZ; Perfume Center; PWW",19.5,21.99
8431754007250,"HALLOWEEN MAN HERO EDT SP 4.2oz",N/A,4,"United; MTZ; Paris; Perfume Price",19.5,24.50
22548172971,"Donna Karan Dkny Delicious Fresh Blossom EDP for Women | 3.3 oz / 100 ml",N/A,4,"Luxury; Distributor; Perfume Distributors; General",19.5,25.70
608940563687,"KENNETH COLE BLUE M EDT/S 3.4  ",N/A,4,"Heritage; PWW; Gift Express; General",19.5,22.05
608940580929,"KENNETH COLE COPPER BLACK M EDT/S 3.4",N/A,4,"PWW; Gift Express; BS; General",19.5,21.69
8436550509694,"TOUS [M] MAN CHILL 3.4 Oz EDT SPR [BLUE-GREEN BOX]",N/A,4,"Perfume Center; PWW; Perfume Price; MTZ",19.75,22.72
844061016750,"SET PERRY ELLIS 360 VERY BLUE MEN ( 4 PC ) 3.4 OZ EDT SP / BODY SPR 6.8 OZ /  SHOWER GEL 3.0 S/OZ / MINI",N/A,4,"United; Perfume Center; Perfume Price; PWW",19.75,21.11
3274875303161,"GIVENCHY POUR HOMME 3.4 EDT SPR TESTER (MEN)",N/A,4,"Perfume Price; Cosmo; Perfume Center; Perfumora",19.9,21.88
3616303459901,"EAU DE LACOSTE L.12.12 BLANC  INTENSE -  EAU DE TOILETTE SPRAY 1.6 oz",N/A,4,"TJS; Perfume Center; PWW; Classic",19.95,21.89
85715330413,"SET GUESS WOMEN  (4 PC ) 2.5 OZ EDP / 3.4 OZ BL  / MINI L / POUCH",N/A,4,"ABDiversified; Source; Perfume Center; BS",20,20.56
85715330437,"SET GUESS MARCIANO WOMEN ( 3 PC ) 3.4 OZ EDP / 6.7 OZ BL / MINI",N/A,4,"ABDiversified; Nandansons; Luxury; BS",20,21.13
719346700795,"JOHN VARVATOS XX INDIGO 4.2 EDT M (125599)",N/A,4,"Nandansons; Classic; French; POTW",20,22.10
3616304203657,"Escada Sorbetto Rosso Limited Edition Eau De Toilette 100ml",N/A,4,"Nandansons; BS; Perfume Price; MTZ",20,21.40
3605971512933,"RALPH CLUB 3.4 EDP M TST  (122332)",N/A,4,"Premier; TJS; Fragsense; Gift Express",20,24.06
3614226905246,"BURBERRY "LONDON" EDP 3.3 OZ SPR TSTR [WT]",Lancome,4,"NYB; Cosmo; Montroyal; MTZ",20,21.03
22548024324,"TOMMY 3.4 EDT M",N/A,4,"Fragrance Depot; Montroyal; Gift Express; Network",20,22.22
6290360591995,"LATTAFA PRIDE LA COLLECTION D'ANTIQUITIES (WATCH) 100ML EDP SPRAY",N/A,4,"Gift Express; French; Fragsense; MTZ",20,23.33
608940583760,"Billie Eilish Eilish No2 Eau de Parfum 50ml",N/A,4,"Cosmo; BS; ET; Classic",20,22.30
8052464897032,"ROBERTO CAVALLI UOMO(M)EDT SP 3.4oz                                                                  ",N/A,4,"Perfume Center; Nandansons; PWW; Premier",20,22.46
8052464890330,"SALVATORE FERRAGAMO GIUNGLE DI SETA(U)EDP SP 3.4oz(LI FREE)                                          ",N/A,4,"Perfume Center; Montroyal; PWW; Perfume Price",20.25,22.44
844061009547,"360 BLACK(M)EDT SP 6.8oz                                                                             ",N/A,4,"United; Perfume Center; PWW; Perfume Price",20.35,21.94
6294015163988,"ARMAF LE PARFAIT POUR FEMME EDP SP 6.8oz",N/A,4,"Perfume Center; PWW; BS; French",20.4,22.12
874034010447,"Clean Classic Warm Cotton Eau de Parfum 60ml",N/A,4,"TJS; Mod; Classic; PWW",20.5,22.36
3616303445256,"Roberto Cavalli Signature Parfum Spray 100 ml",NASAMAT,4,"Heritage; Perfume Center; PWW; Euro",20.5,23.67
6293708011124,"*AJMAL [W] ARISTOCRAT 2.5 Oz EAU DE PARFUM SPR [PURPLE BOX]",N/A,4,"MTZ; Aairie; PWW; Perfumora",20.5,21.79
3614229478693,"Escada Flor Del Sol Eau De Toilette 100ml",N/A,4,"NYB; Nandansons; Classic; French",20.5,21.29
6290171002109,"AFNAN TRIBUTE BLUE LUXURY COLLECTION 3.4 EDP SPRAY",N/A,4,"United; Perfume Price; POTW; MTZ",20.5,22.75
6294015196627,"Armaf Club De Nuit 2.37 Extrait De Parfum Sp Women",Armaf,4,"United; Perfume Price; BS; Nandansons",20.5,21.63
6291100130092,"Al Haramain L'aventure Gold Eau De Parfum 100ml",Victoria's Secret,4,"PWW; United; MTZ; Perfume Center",20.55,22.86
844061016767,"PERRY ELLIS 360 M 4PC SET - 3.4oz edt sp, 6oz Deo spr, 3oz S/G, .25oz edt spray",N/A,4,"Perfume Center; PWW; Nandansons; BS",20.9,22.49
3423222048082,"ISSEY MIYAKE Ei Eau&Magnolia EDT TST (100ml)",N/A,4,"OniEssence; TJS; Aairie; MTZ",21,22.73
8011003838493,"MISSONI Pour Homme 3.4oz Parfum",N/A,4,"Perfume Price; PWW; Heritage; Gift Express",21,26.15
7640496671389,"TOMMY HILFIGER(M)(H/B)(LI FREE)2PC SET(3.4oz edt sp,3.4oz Body Wash)                                 ",N/A,4,"Perfume Price; MTZ; Montroyal; Gift Express",21,25.27
608940577110,"JESSICA SIMPSON FANCY LOVE W EDP/S SET 3.4 4PC",N/A,4,"PWW; Nandansons; BS; Classic",21,24.30
3614226904997,"Burberry London EDT for Men | 1.7 oz / 50 ml",Burberry,4,"Nandansons; Heritage; Cosmo; PWW",21,22.13
719346257718,"OUI JUICY COUTURE - EDT 3.4 OZ L",N/A,4,"Nandansons; NYB; Perfume Center; PWW",21,23.20
3616303445232,"ROBERTO CAVALLI PARADISO ASSOLUTO (W) EDP 100ML",NASAMAT,4,"Nandansons; MTZ; Montroyal; Premier",21,25.04
3349666006016,"Paco Rabanne Ultrared EDP for Women | 2.7 oz / 80 ml",Paco Rabanne,4,"MTZ; Perfume Plus; Perfume Center; Paris",21,23.40
6290171076001,"AFNAN TURATHI ELECTRIC 3.0 EDP SPR (M)",N/A,4,"United; Nandansons; Classic; POTW",21,27.86
3423470485189,"Issey Miyake L'Eau Bleue D'Issey Pour Homme EDT for Men | 2.5 oz / 75 ml",Issey Miyake,4,"NYB; MTZ; Montroyal; PWW",21,22.71
7640111499060,"Lalique L'amour Eau de Parfum 100ml",N/A,4,"MTZ; Cosmo; PWW; Perfume Center",21,22.89
812256024286,"Ariana Grande Thank U Next Eau De Parfum 50ml",N/A,4,"Perfume Center; PWW; Perfume Price; Classic",21,22.54
844061011861,"PERRY ELLIS18(M)EDT SP 6.8oz(LI)                                                                     ",N/A,4,"Perfume Center; PWW; Perfume Price; United",21,22.65
844061014749,"360 Red by Perry Ellis for Men - 3 Pc Gift Set 3.4oz EDT Spray, 7.5ml EDT Mini Spray, 3oz Shower Gel",Givenchy,4,"Perfume Center; PWW; Nandansons; Premier",21.25,23.54
6291106813630,"AL HARAMAIN L'AVENTURE CIEL (W) EXTRAIT DE PARFUM 100ML",N/A,4,"PWW; United; Aairie; Perfume Center",21.5,23.39
85805374938,"RED DOOR EDT SP 3.3+3.3B/L+3.3oz S/G",N/A,4,"Nandansons; NYB; Haz; Classic",21.5,22.55
6290360378602,"FRAGRANCE WORLD FRENCH AVENUE COCOA MORADO UNISEX 3.4 OZ EDP SP",N/A,4,"United; Gift Express; Perfumora; MTZ",21.5,23.50
6291106813593,"AL HARAMAIN L'AVENTURE GRAPEFRUIT (W) EXTRAIT DE PARFUM 100ML",N/A,4,"Aairie; Perfume Center; Montroyal; PWW",21.5,22.86
6291106813616,"AL HARAMAIN L'AVENTURE IRIS (W) EXTRAIT DE PARFUM 100ML",N/A,4,"Aairie; Perfume Center; Montroyal; PWW",21.65,23.02
